priref,lref,soort,url,personen
311667,10900747,digital image,https://media.rkd.nl/iiif/10900747/full/max/0/default.jpg,[]
311736,10900856,BD/Digital Collection,https://media.rkd.nl/iiif/10900856/full/max/0/default.jpg,[]
311760,10901303,digital color photograph,https://media.rkd.nl/iiif/10901303/full/max/0/default.jpg,[]
311838,10901415,color reproduction,https://media.rkd.nl/iiif/10901415/full/max/0/default.jpg,[]
311838,10901381,digital image,https://media.rkd.nl/iiif/10901381/full/max/0/default.jpg,[]
311850,10901890,BD/Digital Collection,https://media.rkd.nl/iiif/10901890/full/max/0/default.jpg,[]
311850,10901413,BD/Digital Collection,https://media.rkd.nl/iiif/10901413/full/max/0/default.jpg,[]
312038,10901620,BD/Digital Collection,https://media.rkd.nl/iiif/10901620/full/max/0/default.jpg,[]
312130,10901759,digital color photograph,https://media.rkd.nl/iiif/10901759/full/max/0/default.jpg,[]
312473,10902388,digital image,https://media.rkd.nl/iiif/10902388/full/max/0/default.jpg,[]
312473,10902390,digital image,https://media.rkd.nl/iiif/10902390/full/max/0/default.jpg,[]
312823,10902850,BD/Digital Collection,https://media.rkd.nl/iiif/10902850/full/max/0/default.jpg,[]
313864,10904941,BD/Digital Collection,https://media.rkd.nl/iiif/10904941/full/max/0/default.jpg,[]
314122,10905295,BD/Digital Collection,https://media.rkd.nl/iiif/10905295/full/max/0/default.jpg,[]
341523,10999555,digital image,https://media.rkd.nl/iiif/10999555/full/max/0/default.jpg,"[{'nummer': '208839', 'zekerheid': 'mogelijk', 'beschrijving': None, 'status': 'huidig'}]"
342230,11083060,BD/Digital Collection,https://media.rkd.nl/iiif/11083060/full/max/0/default.jpg,[]
342735,11098499,BD/Digital Collection,https://media.rkd.nl/iiif/11098499/full/max/0/default.jpg,[]
342808,11102662,digital image,https://media.rkd.nl/iiif/11102662/full/max/0/default.jpg,[]
343128,11112111,BD/Digital Collection,https://media.rkd.nl/iiif/11112111/full/max/0/default.jpg,[]
343521,11118499,digital image,https://media.rkd.nl/iiif/11118499/full/max/0/default.jpg,[]
343651,11118783,digital image,https://media.rkd.nl/iiif/11118783/full/max/0/default.jpg,[]
346264,11190723,digital image,https://media.rkd.nl/iiif/11190723/full/max/0/default.jpg,[]
346411,11190787,digital color photograph,https://media.rkd.nl/iiif/11190787/full/max/0/default.jpg,[]
346476,11191087,BD/Digital Collection,https://media.rkd.nl/iiif/11191087/full/max/0/default.jpg,[]
