priref,lref,soort,url
267552,9318325,digital image,https://media.rkd.nl/iiif/9318325/full/max/0/default.jpg
267554,9318327,digital image,https://media.rkd.nl/iiif/9318327/full/max/0/default.jpg
267558,9318331,digital image,https://media.rkd.nl/iiif/9318331/full/max/0/default.jpg
267570,9318343,digital image,https://media.rkd.nl/iiif/9318343/full/max/0/default.jpg
267573,9318346,digital image,https://media.rkd.nl/iiif/9318346/full/max/0/default.jpg
267575,9318348,digital image,https://media.rkd.nl/iiif/9318348/full/max/0/default.jpg
267576,9318349,digital image,https://media.rkd.nl/iiif/9318349/full/max/0/default.jpg
267577,9318350,digital image,https://media.rkd.nl/iiif/9318350/full/max/0/default.jpg
267585,9318358,digital image,https://media.rkd.nl/iiif/9318358/full/max/0/default.jpg
267587,9318360,digital image,https://media.rkd.nl/iiif/9318360/full/max/0/default.jpg
267588,9318361,digital image,https://media.rkd.nl/iiif/9318361/full/max/0/default.jpg
267626,9318399,digital image,https://media.rkd.nl/iiif/9318399/full/max/0/default.jpg
267628,9318401,digital image,https://media.rkd.nl/iiif/9318401/full/max/0/default.jpg
267638,9318411,digital image,https://media.rkd.nl/iiif/9318411/full/max/0/default.jpg
267641,9318414,digital image,https://media.rkd.nl/iiif/9318414/full/max/0/default.jpg
267642,9318415,digital image,https://media.rkd.nl/iiif/9318415/full/max/0/default.jpg
267644,9318417,digital image,https://media.rkd.nl/iiif/9318417/full/max/0/default.jpg
267652,9318425,digital image,https://media.rkd.nl/iiif/9318425/full/max/0/default.jpg
267653,9318426,digital image,https://media.rkd.nl/iiif/9318426/full/max/0/default.jpg
267665,9318438,digital image,https://media.rkd.nl/iiif/9318438/full/max/0/default.jpg
267666,9318439,digital image,https://media.rkd.nl/iiif/9318439/full/max/0/default.jpg
267670,9318443,digital image,https://media.rkd.nl/iiif/9318443/full/max/0/default.jpg
267673,10302943,digital image,https://media.rkd.nl/iiif/10302943/full/max/0/default.jpg
267674,10302944,digital image,https://media.rkd.nl/iiif/10302944/full/max/0/default.jpg
267692,10302962,digital image,https://media.rkd.nl/iiif/10302962/full/max/0/default.jpg
267705,10302975,digital image,https://media.rkd.nl/iiif/10302975/full/max/0/default.jpg
267710,10302980,digital image,https://media.rkd.nl/iiif/10302980/full/max/0/default.jpg
267711,10302981,digital image,https://media.rkd.nl/iiif/10302981/full/max/0/default.jpg
267718,10302988,digital image,https://media.rkd.nl/iiif/10302988/full/max/0/default.jpg
267721,10302991,digital image,https://media.rkd.nl/iiif/10302991/full/max/0/default.jpg
267723,10302993,digital image,https://media.rkd.nl/iiif/10302993/full/max/0/default.jpg
267726,10302996,digital image,https://media.rkd.nl/iiif/10302996/full/max/0/default.jpg
267727,10302997,digital image,https://media.rkd.nl/iiif/10302997/full/max/0/default.jpg
267731,10303001,digital image,https://media.rkd.nl/iiif/10303001/full/max/0/default.jpg
267782,10303051,digital image,https://media.rkd.nl/iiif/10303051/full/max/0/default.jpg
267802,10303070,digital image,https://media.rkd.nl/iiif/10303070/full/max/0/default.jpg
267838,10660351,digital image,https://media.rkd.nl/iiif/10660351/full/max/0/default.jpg
267842,10303097,digital image,https://media.rkd.nl/iiif/10303097/full/max/0/default.jpg
267843,10303098,digital image,https://media.rkd.nl/iiif/10303098/full/max/0/default.jpg
267849,10303104,digital image,https://media.rkd.nl/iiif/10303104/full/max/0/default.jpg
267850,10303105,digital image,https://media.rkd.nl/iiif/10303105/full/max/0/default.jpg
267851,10303106,digital image,https://media.rkd.nl/iiif/10303106/full/max/0/default.jpg
267852,10303107,digital image,https://media.rkd.nl/iiif/10303107/full/max/0/default.jpg
267862,10303116,digital image,https://media.rkd.nl/iiif/10303116/full/max/0/default.jpg
267866,10303120,digital image,https://media.rkd.nl/iiif/10303120/full/max/0/default.jpg
267870,10303124,digital image,https://media.rkd.nl/iiif/10303124/full/max/0/default.jpg
267874,10303128,digital image,https://media.rkd.nl/iiif/10303128/full/max/0/default.jpg
267887,10660364,digital image,https://media.rkd.nl/iiif/10660364/full/max/0/default.jpg
267925,10660409,digital image,https://media.rkd.nl/iiif/10660409/full/max/0/default.jpg
267925,10722586,photograph,https://media.rkd.nl/iiif/10722586/full/max/0/default.jpg
267926,10717916,digital image,https://media.rkd.nl/iiif/10717916/full/max/0/default.jpg
267926,10660411,digital image,https://media.rkd.nl/iiif/10660411/full/max/0/default.jpg
267926,10722587,photograph,https://media.rkd.nl/iiif/10722587/full/max/0/default.jpg
267935,10292393,black and white photograph,https://media.rkd.nl/iiif/10292393/full/max/0/default.jpg
267947,10352219,digital color photograph,https://media.rkd.nl/iiif/10352219/full/max/0/default.jpg
267951,10292397,black and white photograph,https://media.rkd.nl/iiif/10292397/full/max/0/default.jpg
267981,10660483,digital color photograph,https://media.rkd.nl/iiif/10660483/full/max/0/default.jpg
267981,10660484,digital color photograph,https://media.rkd.nl/iiif/10660484/full/max/0/default.jpg
268017,10790056,digital color photograph,https://media.rkd.nl/iiif/10790056/full/max/0/default.jpg
268028,10352218,digital color photograph,https://media.rkd.nl/iiif/10352218/full/max/0/default.jpg
268135,10302905,digital image,https://media.rkd.nl/iiif/10302905/full/max/0/default.jpg
268141,10660600,black-and-white reproduction,https://media.rkd.nl/iiif/10660600/full/max/0/default.jpg
268146,10660602,digital image,https://media.rkd.nl/iiif/10660602/full/max/0/default.jpg
268213,10660647,digital image,https://media.rkd.nl/iiif/10660647/full/max/0/default.jpg
268217,10660383,digital image,https://media.rkd.nl/iiif/10660383/full/max/0/default.jpg
268241,10660658,black and white photograph,https://media.rkd.nl/iiif/10660658/full/max/0/default.jpg
268256,10660669,color reproduction,https://media.rkd.nl/iiif/10660669/full/max/0/default.jpg
268260,10660666,digital image,https://media.rkd.nl/iiif/10660666/full/max/0/default.jpg
268277,10349165,digital color photograph,https://media.rkd.nl/iiif/10349165/full/max/0/default.jpg
268282,10349166,digital color photograph,https://media.rkd.nl/iiif/10349166/full/max/0/default.jpg
268284,10660687,digital image,https://media.rkd.nl/iiif/10660687/full/max/0/default.jpg
268293,10349168,digital color photograph,https://media.rkd.nl/iiif/10349168/full/max/0/default.jpg
268295,10349167,digital color photograph,https://media.rkd.nl/iiif/10349167/full/max/0/default.jpg
268309,10349155,digital color photograph,https://media.rkd.nl/iiif/10349155/full/max/0/default.jpg
268310,10349156,digital color photograph,https://media.rkd.nl/iiif/10349156/full/max/0/default.jpg
268314,10349159,digital color photograph,https://media.rkd.nl/iiif/10349159/full/max/0/default.jpg
268315,10349160,digital color photograph,https://media.rkd.nl/iiif/10349160/full/max/0/default.jpg
268316,10349161,digital color photograph,https://media.rkd.nl/iiif/10349161/full/max/0/default.jpg
268326,10349169,digital color photograph,https://media.rkd.nl/iiif/10349169/full/max/0/default.jpg
268330,10349170,digital color photograph,https://media.rkd.nl/iiif/10349170/full/max/0/default.jpg
268334,10349172,digital color photograph,https://media.rkd.nl/iiif/10349172/full/max/0/default.jpg
268336,10349173,digital color photograph,https://media.rkd.nl/iiif/10349173/full/max/0/default.jpg
268337,10349174,digital color photograph,https://media.rkd.nl/iiif/10349174/full/max/0/default.jpg
268338,10349175,digital color photograph,https://media.rkd.nl/iiif/10349175/full/max/0/default.jpg
268405,10790060,digital image,https://media.rkd.nl/iiif/10790060/full/max/0/default.jpg
268411,10349204,digital color photograph,https://media.rkd.nl/iiif/10349204/full/max/0/default.jpg
268413,10349205,digital color photograph,https://media.rkd.nl/iiif/10349205/full/max/0/default.jpg
268414,10349206,digital color photograph,https://media.rkd.nl/iiif/10349206/full/max/0/default.jpg
268415,10349207,digital color photograph,https://media.rkd.nl/iiif/10349207/full/max/0/default.jpg
268419,10349190,digital color photograph,https://media.rkd.nl/iiif/10349190/full/max/0/default.jpg
268425,10349192,digital color photograph,https://media.rkd.nl/iiif/10349192/full/max/0/default.jpg
268426,10349193,digital color photograph,https://media.rkd.nl/iiif/10349193/full/max/0/default.jpg
268427,10349194,digital color photograph,https://media.rkd.nl/iiif/10349194/full/max/0/default.jpg
268431,10349196,digital color photograph,https://media.rkd.nl/iiif/10349196/full/max/0/default.jpg
268439,10349184,digital color photograph,https://media.rkd.nl/iiif/10349184/full/max/0/default.jpg
268440,10349185,digital color photograph,https://media.rkd.nl/iiif/10349185/full/max/0/default.jpg
268441,10349186,digital color photograph,https://media.rkd.nl/iiif/10349186/full/max/0/default.jpg
268442,10349187,digital color photograph,https://media.rkd.nl/iiif/10349187/full/max/0/default.jpg
268445,10349189,digital color photograph,https://media.rkd.nl/iiif/10349189/full/max/0/default.jpg
268447,10349197,digital color photograph,https://media.rkd.nl/iiif/10349197/full/max/0/default.jpg
268449,10349199,digital color photograph,https://media.rkd.nl/iiif/10349199/full/max/0/default.jpg
268450,10349200,digital color photograph,https://media.rkd.nl/iiif/10349200/full/max/0/default.jpg
268451,10349201,digital color photograph,https://media.rkd.nl/iiif/10349201/full/max/0/default.jpg
268455,10349203,digital color photograph,https://media.rkd.nl/iiif/10349203/full/max/0/default.jpg
268463,10349182,digital color photograph,https://media.rkd.nl/iiif/10349182/full/max/0/default.jpg
268465,10349177,digital color photograph,https://media.rkd.nl/iiif/10349177/full/max/0/default.jpg
268466,10349178,digital color photograph,https://media.rkd.nl/iiif/10349178/full/max/0/default.jpg
268468,10349179,digital color photograph,https://media.rkd.nl/iiif/10349179/full/max/0/default.jpg
268469,10349180,digital color photograph,https://media.rkd.nl/iiif/10349180/full/max/0/default.jpg
268470,10349181,digital color photograph,https://media.rkd.nl/iiif/10349181/full/max/0/default.jpg
268481,10660811,black and white photograph,https://media.rkd.nl/iiif/10660811/full/max/0/default.jpg
268493,10660814,digital image,https://media.rkd.nl/iiif/10660814/full/max/0/default.jpg
268506,10349145,digital black-and-white photograph,https://media.rkd.nl/iiif/10349145/full/max/0/default.jpg
268511,10349146,digital black-and-white photograph,https://media.rkd.nl/iiif/10349146/full/max/0/default.jpg
268518,10349148,digital black-and-white photograph,https://media.rkd.nl/iiif/10349148/full/max/0/default.jpg
268526,10349150,digital black-and-white photograph,https://media.rkd.nl/iiif/10349150/full/max/0/default.jpg
268530,10349152,digital black-and-white photograph,https://media.rkd.nl/iiif/10349152/full/max/0/default.jpg
268532,10349153,digital black-and-white photograph,https://media.rkd.nl/iiif/10349153/full/max/0/default.jpg
268533,10349154,digital black-and-white photograph,https://media.rkd.nl/iiif/10349154/full/max/0/default.jpg
268550,10661247,digital image,https://media.rkd.nl/iiif/10661247/full/max/0/default.jpg
268551,10790072,digital image,https://media.rkd.nl/iiif/10790072/full/max/0/default.jpg
268562,10660854,digital image,https://media.rkd.nl/iiif/10660854/full/max/0/default.jpg
268568,10660855,digital image,https://media.rkd.nl/iiif/10660855/full/max/0/default.jpg
268569,10661722,digital image,https://media.rkd.nl/iiif/10661722/full/max/0/default.jpg
268569,10790073,digital image,https://media.rkd.nl/iiif/10790073/full/max/0/default.jpg
268577,10790074,digital image,https://media.rkd.nl/iiif/10790074/full/max/0/default.jpg
268585,10790077,digital image,https://media.rkd.nl/iiif/10790077/full/max/0/default.jpg
268586,10322436,digital image,https://media.rkd.nl/iiif/10322436/full/max/0/default.jpg
268587,10672190,digital image,https://media.rkd.nl/iiif/10672190/full/max/0/default.jpg
268587,10660858,digital image,https://media.rkd.nl/iiif/10660858/full/max/0/default.jpg
268600,10660878,color reproduction,https://media.rkd.nl/iiif/10660878/full/max/0/default.jpg
268612,10292405,brown photograph,https://media.rkd.nl/iiif/10292405/full/max/0/default.jpg
268613,10660882,color reproduction,https://media.rkd.nl/iiif/10660882/full/max/0/default.jpg
268651,10660911,digital image,https://media.rkd.nl/iiif/10660911/full/max/0/default.jpg
268651,10660912,digital image,https://media.rkd.nl/iiif/10660912/full/max/0/default.jpg
268683,10660955,digital image,https://media.rkd.nl/iiif/10660955/full/max/0/default.jpg
268683,10660956,digital image,https://media.rkd.nl/iiif/10660956/full/max/0/default.jpg
268687,10790094,digital image,https://media.rkd.nl/iiif/10790094/full/max/0/default.jpg
268687,10790095,digital image,https://media.rkd.nl/iiif/10790095/full/max/0/default.jpg
268691,10322183,digital image,https://media.rkd.nl/iiif/10322183/full/max/0/default.jpg
268694,10322196,digital image,https://media.rkd.nl/iiif/10322196/full/max/0/default.jpg
268738,10292410,black-and-white reproduction,https://media.rkd.nl/iiif/10292410/full/max/0/default.jpg
268740,10661020,digital color photograph,https://media.rkd.nl/iiif/10661020/full/max/0/default.jpg
268742,10670457,digital image,https://media.rkd.nl/iiif/10670457/full/max/0/default.jpg
268742,10790097,digital image,https://media.rkd.nl/iiif/10790097/full/max/0/default.jpg
268748,10790099,digital image,https://media.rkd.nl/iiif/10790099/full/max/0/default.jpg
268843,10663863,digital image,https://media.rkd.nl/iiif/10663863/full/max/0/default.jpg
268870,10322604,digital image,https://media.rkd.nl/iiif/10322604/full/max/0/default.jpg
268873,10292416,black and white photograph,https://media.rkd.nl/iiif/10292416/full/max/0/default.jpg
268899,10292421,black and white photograph,https://media.rkd.nl/iiif/10292421/full/max/0/default.jpg
268900,10666291,digital image,https://media.rkd.nl/iiif/10666291/full/max/0/default.jpg
268910,10306760,digital image,https://media.rkd.nl/iiif/10306760/full/max/0/default.jpg
268910,10292422,black and white photograph,https://media.rkd.nl/iiif/10292422/full/max/0/default.jpg
268912,10306762,digital image,https://media.rkd.nl/iiif/10306762/full/max/0/default.jpg
268912,10292423,black and white photograph,https://media.rkd.nl/iiif/10292423/full/max/0/default.jpg
268935,10349227,digital color photograph,https://media.rkd.nl/iiif/10349227/full/max/0/default.jpg
268936,10349228,digital color photograph,https://media.rkd.nl/iiif/10349228/full/max/0/default.jpg
268938,10349229,digital color photograph,https://media.rkd.nl/iiif/10349229/full/max/0/default.jpg
268940,10349230,digital color photograph,https://media.rkd.nl/iiif/10349230/full/max/0/default.jpg
268941,10349231,digital color photograph,https://media.rkd.nl/iiif/10349231/full/max/0/default.jpg
268960,10349214,digital color photograph,https://media.rkd.nl/iiif/10349214/full/max/0/default.jpg
268970,10661230,color reproduction,https://media.rkd.nl/iiif/10661230/full/max/0/default.jpg
268972,10663540,black-and-white reproduction,https://media.rkd.nl/iiif/10663540/full/max/0/default.jpg
268986,10661250,digital image,https://media.rkd.nl/iiif/10661250/full/max/0/default.jpg
268986,10661251,digital image,https://media.rkd.nl/iiif/10661251/full/max/0/default.jpg
268996,10321866,digital image,https://media.rkd.nl/iiif/10321866/full/max/0/default.jpg
269001,10661264,digital image,https://media.rkd.nl/iiif/10661264/full/max/0/default.jpg
269002,10661271,digital image,https://media.rkd.nl/iiif/10661271/full/max/0/default.jpg
269003,10661272,digital color photograph,https://media.rkd.nl/iiif/10661272/full/max/0/default.jpg
269009,10661276,digital image,https://media.rkd.nl/iiif/10661276/full/max/0/default.jpg
269012,10790115,digital image,https://media.rkd.nl/iiif/10790115/full/max/0/default.jpg
269013,10790117,digital image,https://media.rkd.nl/iiif/10790117/full/max/0/default.jpg
269017,10291570,black and white photograph,https://media.rkd.nl/iiif/10291570/full/max/0/default.jpg
269031,10291571,black and white photograph,https://media.rkd.nl/iiif/10291571/full/max/0/default.jpg
269054,10349260,digital color photograph,https://media.rkd.nl/iiif/10349260/full/max/0/default.jpg
269065,10291572,black and white photograph,https://media.rkd.nl/iiif/10291572/full/max/0/default.jpg
269069,10661334,digital image,https://media.rkd.nl/iiif/10661334/full/max/0/default.jpg
269070,10349215,digital color photograph,https://media.rkd.nl/iiif/10349215/full/max/0/default.jpg
269071,10349216,digital color photograph,https://media.rkd.nl/iiif/10349216/full/max/0/default.jpg
269072,10349217,digital color photograph,https://media.rkd.nl/iiif/10349217/full/max/0/default.jpg
269089,10349240,digital color photograph,https://media.rkd.nl/iiif/10349240/full/max/0/default.jpg
269107,10349242,digital color photograph,https://media.rkd.nl/iiif/10349242/full/max/0/default.jpg
269108,10349243,digital color photograph,https://media.rkd.nl/iiif/10349243/full/max/0/default.jpg
269111,10349245,digital color photograph,https://media.rkd.nl/iiif/10349245/full/max/0/default.jpg
269120,10661380,digital image,https://media.rkd.nl/iiif/10661380/full/max/0/default.jpg
269124,10349223,digital color photograph,https://media.rkd.nl/iiif/10349223/full/max/0/default.jpg
269126,10349224,digital color photograph,https://media.rkd.nl/iiif/10349224/full/max/0/default.jpg
269127,10349218,digital color photograph,https://media.rkd.nl/iiif/10349218/full/max/0/default.jpg
269130,10349220,digital color photograph,https://media.rkd.nl/iiif/10349220/full/max/0/default.jpg
269137,10349253,digital color photograph,https://media.rkd.nl/iiif/10349253/full/max/0/default.jpg
269139,10349254,digital color photograph,https://media.rkd.nl/iiif/10349254/full/max/0/default.jpg
269141,10349255,digital color photograph,https://media.rkd.nl/iiif/10349255/full/max/0/default.jpg
269142,10349256,digital color photograph,https://media.rkd.nl/iiif/10349256/full/max/0/default.jpg
269144,10349258,digital color photograph,https://media.rkd.nl/iiif/10349258/full/max/0/default.jpg
269201,10661436,brown photograph,https://media.rkd.nl/iiif/10661436/full/max/0/default.jpg
269210,9318126,brown photograph,https://media.rkd.nl/iiif/9318126/full/max/0/default.jpg
269215,10291579,black and white photograph,https://media.rkd.nl/iiif/10291579/full/max/0/default.jpg
269219,10292429,digital image,https://media.rkd.nl/iiif/10292429/full/max/0/default.jpg
269225,9309291,digital color photograph,https://media.rkd.nl/iiif/9309291/full/max/0/default.jpg
269257,9309288,digital color photograph,https://media.rkd.nl/iiif/9309288/full/max/0/default.jpg
269258,10661498,digital image,https://media.rkd.nl/iiif/10661498/full/max/0/default.jpg
269265,9309249,digital color photograph,https://media.rkd.nl/iiif/9309249/full/max/0/default.jpg
269281,10291582,black and white photograph,https://media.rkd.nl/iiif/10291582/full/max/0/default.jpg
269286,10291583,black and white photograph,https://media.rkd.nl/iiif/10291583/full/max/0/default.jpg
269291,9318172,brown photograph,https://media.rkd.nl/iiif/9318172/full/max/0/default.jpg
269297,10661530,digital image,https://media.rkd.nl/iiif/10661530/full/max/0/default.jpg
269301,10349247,digital color photograph,https://media.rkd.nl/iiif/10349247/full/max/0/default.jpg
269302,10349248,digital color photograph,https://media.rkd.nl/iiif/10349248/full/max/0/default.jpg
269304,10349249,digital color photograph,https://media.rkd.nl/iiif/10349249/full/max/0/default.jpg
269307,10349252,digital color photograph,https://media.rkd.nl/iiif/10349252/full/max/0/default.jpg
269327,10676407,digital image,https://media.rkd.nl/iiif/10676407/full/max/0/default.jpg
269328,10349233,digital color photograph,https://media.rkd.nl/iiif/10349233/full/max/0/default.jpg
269329,10349234,digital color photograph,https://media.rkd.nl/iiif/10349234/full/max/0/default.jpg
269330,10349235,digital color photograph,https://media.rkd.nl/iiif/10349235/full/max/0/default.jpg
269332,10349236,digital color photograph,https://media.rkd.nl/iiif/10349236/full/max/0/default.jpg
269334,10661549,digital image,https://media.rkd.nl/iiif/10661549/full/max/0/default.jpg
269335,9309319,digital color photograph,https://media.rkd.nl/iiif/9309319/full/max/0/default.jpg
269336,10349238,digital color photograph,https://media.rkd.nl/iiif/10349238/full/max/0/default.jpg
269352,10661563,digital image,https://media.rkd.nl/iiif/10661563/full/max/0/default.jpg
269354,9309305,digital color photograph,https://media.rkd.nl/iiif/9309305/full/max/0/default.jpg
269388,9309359,digital color photograph,https://media.rkd.nl/iiif/9309359/full/max/0/default.jpg
269395,9309360,digital color photograph,https://media.rkd.nl/iiif/9309360/full/max/0/default.jpg
269396,10631148,BD/Digital Collection,https://media.rkd.nl/iiif/10631148/full/max/0/default.jpg
269396,10291587,black and white photograph,https://media.rkd.nl/iiif/10291587/full/max/0/default.jpg
269412,9309263,digital color photograph,https://media.rkd.nl/iiif/9309263/full/max/0/default.jpg
269418,10661621,digital image,https://media.rkd.nl/iiif/10661621/full/max/0/default.jpg
269418,10661622,digital image,https://media.rkd.nl/iiif/10661622/full/max/0/default.jpg
269419,10661624,digital image,https://media.rkd.nl/iiif/10661624/full/max/0/default.jpg
269419,10661625,digital image,https://media.rkd.nl/iiif/10661625/full/max/0/default.jpg
269422,10291607,black and white photograph,https://media.rkd.nl/iiif/10291607/full/max/0/default.jpg
269426,10661632,digital color photograph,https://media.rkd.nl/iiif/10661632/full/max/0/default.jpg
269432,9332277,black and white photograph,https://media.rkd.nl/iiif/9332277/full/max/0/default.jpg
269433,9332276,black and white photograph,https://media.rkd.nl/iiif/9332276/full/max/0/default.jpg
269434,9332274,black and white photograph,https://media.rkd.nl/iiif/9332274/full/max/0/default.jpg
269435,9332275,black and white photograph,https://media.rkd.nl/iiif/9332275/full/max/0/default.jpg
269436,9332272,black and white photograph,https://media.rkd.nl/iiif/9332272/full/max/0/default.jpg
269444,9331423,black and white photograph,https://media.rkd.nl/iiif/9331423/full/max/0/default.jpg
269445,9331422,black and white photograph,https://media.rkd.nl/iiif/9331422/full/max/0/default.jpg
269477,10661680,digital color photograph,https://media.rkd.nl/iiif/10661680/full/max/0/default.jpg
269483,10661688,digital image,https://media.rkd.nl/iiif/10661688/full/max/0/default.jpg
269487,10661696,digital image,https://media.rkd.nl/iiif/10661696/full/max/0/default.jpg
269502,10661709,digital image,https://media.rkd.nl/iiif/10661709/full/max/0/default.jpg
269504,10661703,digital image,https://media.rkd.nl/iiif/10661703/full/max/0/default.jpg
269507,10349261,digital black-and-white photograph,https://media.rkd.nl/iiif/10349261/full/max/0/default.jpg
269508,10349262,digital black-and-white photograph,https://media.rkd.nl/iiif/10349262/full/max/0/default.jpg
269509,10349263,digital black-and-white photograph,https://media.rkd.nl/iiif/10349263/full/max/0/default.jpg
269514,10291592,black and white photograph,https://media.rkd.nl/iiif/10291592/full/max/0/default.jpg
269516,10661717,digital image,https://media.rkd.nl/iiif/10661717/full/max/0/default.jpg
269516,10661719,digital image,https://media.rkd.nl/iiif/10661719/full/max/0/default.jpg
269516,10661720,digital image,https://media.rkd.nl/iiif/10661720/full/max/0/default.jpg
269525,10661732,black-and-white reproduction,https://media.rkd.nl/iiif/10661732/full/max/0/default.jpg
269538,10661745,black-and-white reproduction,https://media.rkd.nl/iiif/10661745/full/max/0/default.jpg
269542,10682577,digital image,https://media.rkd.nl/iiif/10682577/full/max/0/default.jpg
269542,10661741,digital image,https://media.rkd.nl/iiif/10661741/full/max/0/default.jpg
269566,10321943,digital image,https://media.rkd.nl/iiif/10321943/full/max/0/default.jpg
269578,10291590,black and white photograph,https://media.rkd.nl/iiif/10291590/full/max/0/default.jpg
269585,10661791,digital image,https://media.rkd.nl/iiif/10661791/full/max/0/default.jpg
269586,10661795,digital image,https://media.rkd.nl/iiif/10661795/full/max/0/default.jpg
269586,10661796,digital image,https://media.rkd.nl/iiif/10661796/full/max/0/default.jpg
269593,10661797,digital image,https://media.rkd.nl/iiif/10661797/full/max/0/default.jpg
269600,10661806,digital image,https://media.rkd.nl/iiif/10661806/full/max/0/default.jpg
269602,10349118,digital image,https://media.rkd.nl/iiif/10349118/full/max/0/default.jpg
269603,10349119,digital image,https://media.rkd.nl/iiif/10349119/full/max/0/default.jpg
269607,10661811,digital image,https://media.rkd.nl/iiif/10661811/full/max/0/default.jpg
269620,10291593,black and white photograph,https://media.rkd.nl/iiif/10291593/full/max/0/default.jpg
269630,10291594,black and white photograph,https://media.rkd.nl/iiif/10291594/full/max/0/default.jpg
269639,10661849,digital color photograph,https://media.rkd.nl/iiif/10661849/full/max/0/default.jpg
269643,10681293,digital image,https://media.rkd.nl/iiif/10681293/full/max/0/default.jpg
269643,10663147,digital image,https://media.rkd.nl/iiif/10663147/full/max/0/default.jpg
269643,10661853,black and white photograph,https://media.rkd.nl/iiif/10661853/full/max/0/default.jpg
269671,10291692,black and white photograph,https://media.rkd.nl/iiif/10291692/full/max/0/default.jpg
269672,10661886,digital color photograph,https://media.rkd.nl/iiif/10661886/full/max/0/default.jpg
269677,10661894,digital color photograph,https://media.rkd.nl/iiif/10661894/full/max/0/default.jpg
269677,10661895,digital color photograph,https://media.rkd.nl/iiif/10661895/full/max/0/default.jpg
269683,10661905,digital image,https://media.rkd.nl/iiif/10661905/full/max/0/default.jpg
269684,10661903,digital image,https://media.rkd.nl/iiif/10661903/full/max/0/default.jpg
269685,10661907,digital image,https://media.rkd.nl/iiif/10661907/full/max/0/default.jpg
269688,10661910,digital color photograph,https://media.rkd.nl/iiif/10661910/full/max/0/default.jpg
269688,10661911,black-and-white reproduction,https://media.rkd.nl/iiif/10661911/full/max/0/default.jpg
269689,10661914,digital image,https://media.rkd.nl/iiif/10661914/full/max/0/default.jpg
269694,10291608,black and white photograph,https://media.rkd.nl/iiif/10291608/full/max/0/default.jpg
269715,10657202,digital image,https://media.rkd.nl/iiif/10657202/full/max/0/default.jpg
269717,10657201,digital image,https://media.rkd.nl/iiif/10657201/full/max/0/default.jpg
269719,10322580,digital image,https://media.rkd.nl/iiif/10322580/full/max/0/default.jpg
269723,10322594,digital image,https://media.rkd.nl/iiif/10322594/full/max/0/default.jpg
269728,10291601,black and white photograph,https://media.rkd.nl/iiif/10291601/full/max/0/default.jpg
269731,10291603,black and white photograph,https://media.rkd.nl/iiif/10291603/full/max/0/default.jpg
269735,10322571,digital image,https://media.rkd.nl/iiif/10322571/full/max/0/default.jpg
269738,10322570,digital image,https://media.rkd.nl/iiif/10322570/full/max/0/default.jpg
269741,10661982,black and white photograph,https://media.rkd.nl/iiif/10661982/full/max/0/default.jpg
269761,10790129,color reproduction,https://media.rkd.nl/iiif/10790129/full/max/0/default.jpg
269767,10662017,black and white photograph,https://media.rkd.nl/iiif/10662017/full/max/0/default.jpg
269767,10291609,black and white photograph,https://media.rkd.nl/iiif/10291609/full/max/0/default.jpg
269769,10662015,digital image,https://media.rkd.nl/iiif/10662015/full/max/0/default.jpg
269770,10662018,digital color photograph,https://media.rkd.nl/iiif/10662018/full/max/0/default.jpg
269771,10291610,black and white photograph,https://media.rkd.nl/iiif/10291610/full/max/0/default.jpg
269774,10291611,black and white photograph,https://media.rkd.nl/iiif/10291611/full/max/0/default.jpg
269777,10662023,black and white photograph,https://media.rkd.nl/iiif/10662023/full/max/0/default.jpg
269777,10291612,black and white photograph,https://media.rkd.nl/iiif/10291612/full/max/0/default.jpg
269779,10662026,digital image,https://media.rkd.nl/iiif/10662026/full/max/0/default.jpg
269779,10662027,digital image,https://media.rkd.nl/iiif/10662027/full/max/0/default.jpg
269781,10291613,black and white photograph,https://media.rkd.nl/iiif/10291613/full/max/0/default.jpg
269782,10662024,digital image,https://media.rkd.nl/iiif/10662024/full/max/0/default.jpg
269783,10662031,black and white photograph,https://media.rkd.nl/iiif/10662031/full/max/0/default.jpg
269783,10291614,black and white photograph,https://media.rkd.nl/iiif/10291614/full/max/0/default.jpg
269789,10790136,black-and-white reproduction,https://media.rkd.nl/iiif/10790136/full/max/0/default.jpg
269789,10790137,black and white photograph,https://media.rkd.nl/iiif/10790137/full/max/0/default.jpg
269802,10662058,digital image,https://media.rkd.nl/iiif/10662058/full/max/0/default.jpg
269802,10662059,digital image,https://media.rkd.nl/iiif/10662059/full/max/0/default.jpg
269807,10662057,digital image,https://media.rkd.nl/iiif/10662057/full/max/0/default.jpg
269812,10662067,digital image,https://media.rkd.nl/iiif/10662067/full/max/0/default.jpg
269836,10662118,black-and-white reproduction,https://media.rkd.nl/iiif/10662118/full/max/0/default.jpg
269846,10322585,digital image,https://media.rkd.nl/iiif/10322585/full/max/0/default.jpg
269850,10662126,color reproduction,https://media.rkd.nl/iiif/10662126/full/max/0/default.jpg
269856,10662129,black and white photograph,https://media.rkd.nl/iiif/10662129/full/max/0/default.jpg
269858,10662133,digital image,https://media.rkd.nl/iiif/10662133/full/max/0/default.jpg
269883,10322541,digital image,https://media.rkd.nl/iiif/10322541/full/max/0/default.jpg
269884,10322641,digital image,https://media.rkd.nl/iiif/10322641/full/max/0/default.jpg
269900,10291618,black and white photograph,https://media.rkd.nl/iiif/10291618/full/max/0/default.jpg
