priref,lref,soort,url
242025,9331119,digital color photograph,https://media.rkd.nl/iiif/9331119/full/max/0/default.jpg
242034,10638778,digital color photograph,https://media.rkd.nl/iiif/10638778/full/max/0/default.jpg
242039,10638782,digital image,https://media.rkd.nl/iiif/10638782/full/max/0/default.jpg
242041,10638784,digital color photograph,https://media.rkd.nl/iiif/10638784/full/max/0/default.jpg
242044,10638786,digital color photograph,https://media.rkd.nl/iiif/10638786/full/max/0/default.jpg
242047,9317207,black and white photograph,https://media.rkd.nl/iiif/9317207/full/max/0/default.jpg
242050,10638792,digital color photograph,https://media.rkd.nl/iiif/10638792/full/max/0/default.jpg
242055,10638797,digital color photograph,https://media.rkd.nl/iiif/10638797/full/max/0/default.jpg
242056,10899095,digital image,https://media.rkd.nl/iiif/10899095/full/max/0/default.jpg
242058,10638799,digital color photograph,https://media.rkd.nl/iiif/10638799/full/max/0/default.jpg
242059,9317208,black and white photograph,https://media.rkd.nl/iiif/9317208/full/max/0/default.jpg
242064,9317209,black and white photograph,https://media.rkd.nl/iiif/9317209/full/max/0/default.jpg
242070,10638808,digital image,https://media.rkd.nl/iiif/10638808/full/max/0/default.jpg
242078,10638813,BD/Digital Collection,https://media.rkd.nl/iiif/10638813/full/max/0/default.jpg
242100,10638825,BD/Digital Collection,https://media.rkd.nl/iiif/10638825/full/max/0/default.jpg
242110,10638833,digital color photograph,https://media.rkd.nl/iiif/10638833/full/max/0/default.jpg
242114,10638837,digital color photograph,https://media.rkd.nl/iiif/10638837/full/max/0/default.jpg
242117,10638841,digital color photograph,https://media.rkd.nl/iiif/10638841/full/max/0/default.jpg
242118,10638842,digital color photograph,https://media.rkd.nl/iiif/10638842/full/max/0/default.jpg
242119,10638843,digital color photograph,https://media.rkd.nl/iiif/10638843/full/max/0/default.jpg
242123,10638844,digital color photograph,https://media.rkd.nl/iiif/10638844/full/max/0/default.jpg
242126,10638846,digital color photograph,https://media.rkd.nl/iiif/10638846/full/max/0/default.jpg
242130,10638848,digital color photograph,https://media.rkd.nl/iiif/10638848/full/max/0/default.jpg
242131,10638850,digital color photograph,https://media.rkd.nl/iiif/10638850/full/max/0/default.jpg
242133,10640782,digital color photograph,https://media.rkd.nl/iiif/10640782/full/max/0/default.jpg
242133,10899099,digital color photograph,https://media.rkd.nl/iiif/10899099/full/max/0/default.jpg
242137,10638851,digital color photograph,https://media.rkd.nl/iiif/10638851/full/max/0/default.jpg
242162,10638870,BD/Digital Collection,https://media.rkd.nl/iiif/10638870/full/max/0/default.jpg
242176,9335257,black and white photograph,https://media.rkd.nl/iiif/9335257/full/max/0/default.jpg
242187,11097801,digital file,https://media.rkd.nl/iiif/11097801/full/max/0/default.jpg
242187,10638977,BD/RKD/0956 - BUI/Paintings and Drawings/Scandinavia,https://media.rkd.nl/iiif/10638977/full/max/0/default.jpg
242188,10638981,BD/RKD/0926 - BUI/Paintings and Drawings/Germany - Austria 2,https://media.rkd.nl/iiif/10638981/full/max/0/default.jpg
247687,9334099,black and white photograph,https://media.rkd.nl/iiif/9334099/full/max/0/default.jpg
247694,10643666,BD/Digital Collection,https://media.rkd.nl/iiif/10643666/full/max/0/default.jpg
247700,10204695,digital color photograph,https://media.rkd.nl/iiif/10204695/full/max/0/default.jpg
247708,10643677,black-and-white reproduction,https://media.rkd.nl/iiif/10643677/full/max/0/default.jpg
247734,10204699,digital color photograph,https://media.rkd.nl/iiif/10204699/full/max/0/default.jpg
247737,10204701,digital color photograph,https://media.rkd.nl/iiif/10204701/full/max/0/default.jpg
247739,10204766,digital color photograph,https://media.rkd.nl/iiif/10204766/full/max/0/default.jpg
261692,10853360,digital image,https://media.rkd.nl/iiif/10853360/full/max/0/default.jpg
261874,10655543,digital image,https://media.rkd.nl/iiif/10655543/full/max/0/default.jpg
262438,10790743,digital image,https://media.rkd.nl/iiif/10790743/full/max/0/default.jpg
262440,10205633,digital color photograph,https://media.rkd.nl/iiif/10205633/full/max/0/default.jpg
262442,10205631,digital color photograph,https://media.rkd.nl/iiif/10205631/full/max/0/default.jpg
262444,10205629,digital color photograph,https://media.rkd.nl/iiif/10205629/full/max/0/default.jpg
262449,9317831,digital color photograph,https://media.rkd.nl/iiif/9317831/full/max/0/default.jpg
262451,9317836,digital color photograph,https://media.rkd.nl/iiif/9317836/full/max/0/default.jpg
262453,9317829,digital color photograph,https://media.rkd.nl/iiif/9317829/full/max/0/default.jpg
262457,10205625,digital color photograph,https://media.rkd.nl/iiif/10205625/full/max/0/default.jpg
262459,10205639,digital color photograph,https://media.rkd.nl/iiif/10205639/full/max/0/default.jpg
262470,9317806,digital color photograph,https://media.rkd.nl/iiif/9317806/full/max/0/default.jpg
262472,9317808,digital color photograph,https://media.rkd.nl/iiif/9317808/full/max/0/default.jpg
262472,9317807,digital color photograph,https://media.rkd.nl/iiif/9317807/full/max/0/default.jpg
262473,10655979,digital image,https://media.rkd.nl/iiif/10655979/full/max/0/default.jpg
262491,10655994,digital color photograph,https://media.rkd.nl/iiif/10655994/full/max/0/default.jpg
262498,10205641,digital color photograph,https://media.rkd.nl/iiif/10205641/full/max/0/default.jpg
262503,10656005,digital image,https://media.rkd.nl/iiif/10656005/full/max/0/default.jpg
262507,10656010,digital image,https://media.rkd.nl/iiif/10656010/full/max/0/default.jpg
262552,10656030,digital image,https://media.rkd.nl/iiif/10656030/full/max/0/default.jpg
262552,10205673,black and white photograph,https://media.rkd.nl/iiif/10205673/full/max/0/default.jpg
262560,10656041,color reproduction,https://media.rkd.nl/iiif/10656041/full/max/0/default.jpg
262565,10671987,digital image,https://media.rkd.nl/iiif/10671987/full/max/0/default.jpg
262565,10656046,color reproduction,https://media.rkd.nl/iiif/10656046/full/max/0/default.jpg
262571,10656053,color reproduction,https://media.rkd.nl/iiif/10656053/full/max/0/default.jpg
262572,10656054,digital image,https://media.rkd.nl/iiif/10656054/full/max/0/default.jpg
262576,10656061,black and white photograph,https://media.rkd.nl/iiif/10656061/full/max/0/default.jpg
262581,10205637,digital color photograph,https://media.rkd.nl/iiif/10205637/full/max/0/default.jpg
262582,10656073,digital color photograph,https://media.rkd.nl/iiif/10656073/full/max/0/default.jpg
262583,10205645,digital color photograph,https://media.rkd.nl/iiif/10205645/full/max/0/default.jpg
262589,10205647,digital color photograph,https://media.rkd.nl/iiif/10205647/full/max/0/default.jpg
262591,10205612,digital color photograph,https://media.rkd.nl/iiif/10205612/full/max/0/default.jpg
262595,10656095,digital image,https://media.rkd.nl/iiif/10656095/full/max/0/default.jpg
262597,10205618,digital color photograph,https://media.rkd.nl/iiif/10205618/full/max/0/default.jpg
262599,10205650,digital color photograph,https://media.rkd.nl/iiif/10205650/full/max/0/default.jpg
262601,10205654,digital color photograph,https://media.rkd.nl/iiif/10205654/full/max/0/default.jpg
262602,10205652,digital color photograph,https://media.rkd.nl/iiif/10205652/full/max/0/default.jpg
262607,10656104,digital image,https://media.rkd.nl/iiif/10656104/full/max/0/default.jpg
262634,10656137,digital image,https://media.rkd.nl/iiif/10656137/full/max/0/default.jpg
262640,10205656,digital color photograph,https://media.rkd.nl/iiif/10205656/full/max/0/default.jpg
262641,10205658,digital color photograph,https://media.rkd.nl/iiif/10205658/full/max/0/default.jpg
262642,10205660,digital color photograph,https://media.rkd.nl/iiif/10205660/full/max/0/default.jpg
262645,10656153,digital image,https://media.rkd.nl/iiif/10656153/full/max/0/default.jpg
262646,10656154,digital image,https://media.rkd.nl/iiif/10656154/full/max/0/default.jpg
262650,10205662,digital color photograph,https://media.rkd.nl/iiif/10205662/full/max/0/default.jpg
262656,10656163,digital image,https://media.rkd.nl/iiif/10656163/full/max/0/default.jpg
262680,10661100,digital color photograph,https://media.rkd.nl/iiif/10661100/full/max/0/default.jpg
262686,10789952,color reproduction,https://media.rkd.nl/iiif/10789952/full/max/0/default.jpg
262831,10656244,digital image,https://media.rkd.nl/iiif/10656244/full/max/0/default.jpg
262846,10656263,digital image,https://media.rkd.nl/iiif/10656263/full/max/0/default.jpg
262857,10656273,digital image,https://media.rkd.nl/iiif/10656273/full/max/0/default.jpg
262863,10656279,digital image,https://media.rkd.nl/iiif/10656279/full/max/0/default.jpg
262951,10348629,digital black-and-white photograph,https://media.rkd.nl/iiif/10348629/full/max/0/default.jpg
262986,10288564,black and white photograph,https://media.rkd.nl/iiif/10288564/full/max/0/default.jpg
262993,10656405,digital image,https://media.rkd.nl/iiif/10656405/full/max/0/default.jpg
262999,10656412,digital image,https://media.rkd.nl/iiif/10656412/full/max/0/default.jpg
263000,10674154,digital image,https://media.rkd.nl/iiif/10674154/full/max/0/default.jpg
263007,10656417,color reproduction,https://media.rkd.nl/iiif/10656417/full/max/0/default.jpg
263025,10348645,digital image,https://media.rkd.nl/iiif/10348645/full/max/0/default.jpg
263041,10656439,digital image,https://media.rkd.nl/iiif/10656439/full/max/0/default.jpg
263078,10656468,digital image,https://media.rkd.nl/iiif/10656468/full/max/0/default.jpg
263098,10656518,digital image,https://media.rkd.nl/iiif/10656518/full/max/0/default.jpg
263108,10789966,color reproduction,https://media.rkd.nl/iiif/10789966/full/max/0/default.jpg
263139,10292214,digital color photograph,https://media.rkd.nl/iiif/10292214/full/max/0/default.jpg
263171,10656624,digital image,https://media.rkd.nl/iiif/10656624/full/max/0/default.jpg
263214,10656667,digital image,https://media.rkd.nl/iiif/10656667/full/max/0/default.jpg
263216,10656668,digital image,https://media.rkd.nl/iiif/10656668/full/max/0/default.jpg
263224,10656675,color reproduction,https://media.rkd.nl/iiif/10656675/full/max/0/default.jpg
263248,10656686,digital black-and-white photograph,https://media.rkd.nl/iiif/10656686/full/max/0/default.jpg
263250,10349016,digital black-and-white photograph,https://media.rkd.nl/iiif/10349016/full/max/0/default.jpg
263250,10656692,digital black-and-white photograph,https://media.rkd.nl/iiif/10656692/full/max/0/default.jpg
263255,10349015,digital black-and-white photograph,https://media.rkd.nl/iiif/10349015/full/max/0/default.jpg
263255,10656693,digital black-and-white photograph,https://media.rkd.nl/iiif/10656693/full/max/0/default.jpg
263279,10656711,digital image,https://media.rkd.nl/iiif/10656711/full/max/0/default.jpg
263294,10656725,digital image,https://media.rkd.nl/iiif/10656725/full/max/0/default.jpg
263302,10660691,digital image,https://media.rkd.nl/iiif/10660691/full/max/0/default.jpg
263306,10660692,digital image,https://media.rkd.nl/iiif/10660692/full/max/0/default.jpg
263309,10660695,digital image,https://media.rkd.nl/iiif/10660695/full/max/0/default.jpg
263328,10656756,color reproduction,https://media.rkd.nl/iiif/10656756/full/max/0/default.jpg
263338,10292229,digital color photograph,https://media.rkd.nl/iiif/10292229/full/max/0/default.jpg
263340,10292231,digital color photograph,https://media.rkd.nl/iiif/10292231/full/max/0/default.jpg
263341,10656764,digital image,https://media.rkd.nl/iiif/10656764/full/max/0/default.jpg
263346,10656767,digital image,https://media.rkd.nl/iiif/10656767/full/max/0/default.jpg
263346,10656769,digital image,https://media.rkd.nl/iiif/10656769/full/max/0/default.jpg
263346,10656770,digital image,https://media.rkd.nl/iiif/10656770/full/max/0/default.jpg
263347,10656771,digital image,https://media.rkd.nl/iiif/10656771/full/max/0/default.jpg
263347,10656772,digital image,https://media.rkd.nl/iiif/10656772/full/max/0/default.jpg
263358,10894293,digital image,https://media.rkd.nl/iiif/10894293/full/max/0/default.jpg
263373,10656793,digital image,https://media.rkd.nl/iiif/10656793/full/max/0/default.jpg
263402,10656827,digital image,https://media.rkd.nl/iiif/10656827/full/max/0/default.jpg
263404,10656829,digital color photograph,https://media.rkd.nl/iiif/10656829/full/max/0/default.jpg
263404,10656830,digital color photograph,https://media.rkd.nl/iiif/10656830/full/max/0/default.jpg
263404,10656831,digital color photograph,https://media.rkd.nl/iiif/10656831/full/max/0/default.jpg
263414,10656839,color reproduction,https://media.rkd.nl/iiif/10656839/full/max/0/default.jpg
263416,10656842,color reproduction,https://media.rkd.nl/iiif/10656842/full/max/0/default.jpg
263417,10656843,color reproduction,https://media.rkd.nl/iiif/10656843/full/max/0/default.jpg
263418,10656844,color reproduction,https://media.rkd.nl/iiif/10656844/full/max/0/default.jpg
263421,10656850,color reproduction,https://media.rkd.nl/iiif/10656850/full/max/0/default.jpg
263492,10348707,digital image,https://media.rkd.nl/iiif/10348707/full/max/0/default.jpg
263508,10348705,digital color photograph,https://media.rkd.nl/iiif/10348705/full/max/0/default.jpg
263512,10348704,digital image,https://media.rkd.nl/iiif/10348704/full/max/0/default.jpg
263523,10322425,digital image,https://media.rkd.nl/iiif/10322425/full/max/0/default.jpg
263562,10656946,digital image,https://media.rkd.nl/iiif/10656946/full/max/0/default.jpg
263565,10656947,digital image,https://media.rkd.nl/iiif/10656947/full/max/0/default.jpg
263570,10322448,digital image,https://media.rkd.nl/iiif/10322448/full/max/0/default.jpg
263578,10321917,digital image,https://media.rkd.nl/iiif/10321917/full/max/0/default.jpg
263583,10656951,black and white photograph,https://media.rkd.nl/iiif/10656951/full/max/0/default.jpg
263588,10348669,digital image,https://media.rkd.nl/iiif/10348669/full/max/0/default.jpg
263607,10656993,digital color photograph,https://media.rkd.nl/iiif/10656993/full/max/0/default.jpg
263632,10657008,digital image,https://media.rkd.nl/iiif/10657008/full/max/0/default.jpg
263636,10288703,color reproduction,https://media.rkd.nl/iiif/10288703/full/max/0/default.jpg
263639,10348674,digital image,https://media.rkd.nl/iiif/10348674/full/max/0/default.jpg
263649,10348676,digital image,https://media.rkd.nl/iiif/10348676/full/max/0/default.jpg
263663,10348677,digital image,https://media.rkd.nl/iiif/10348677/full/max/0/default.jpg
263674,10348682,digital image,https://media.rkd.nl/iiif/10348682/full/max/0/default.jpg
263676,10657031,digital image,https://media.rkd.nl/iiif/10657031/full/max/0/default.jpg
263729,10348684,digital image,https://media.rkd.nl/iiif/10348684/full/max/0/default.jpg
263730,10348685,digital image,https://media.rkd.nl/iiif/10348685/full/max/0/default.jpg
263731,10348687,digital image,https://media.rkd.nl/iiif/10348687/full/max/0/default.jpg
263743,10348692,digital image,https://media.rkd.nl/iiif/10348692/full/max/0/default.jpg
263747,10348697,digital image,https://media.rkd.nl/iiif/10348697/full/max/0/default.jpg
263787,10348695,digital image,https://media.rkd.nl/iiif/10348695/full/max/0/default.jpg
263817,10657063,digital image,https://media.rkd.nl/iiif/10657063/full/max/0/default.jpg
263839,10657081,digital image,https://media.rkd.nl/iiif/10657081/full/max/0/default.jpg
263925,10657162,black and white photograph,https://media.rkd.nl/iiif/10657162/full/max/0/default.jpg
263930,10349021,digital black-and-white photograph,https://media.rkd.nl/iiif/10349021/full/max/0/default.jpg
263937,10348700,digital image,https://media.rkd.nl/iiif/10348700/full/max/0/default.jpg
263943,10348703,digital image,https://media.rkd.nl/iiif/10348703/full/max/0/default.jpg
263968,10322607,digital image,https://media.rkd.nl/iiif/10322607/full/max/0/default.jpg
264045,10657366,digital image,https://media.rkd.nl/iiif/10657366/full/max/0/default.jpg
264055,10657377,digital image,https://media.rkd.nl/iiif/10657377/full/max/0/default.jpg
264058,10905262,BD/Digital Collection,https://media.rkd.nl/iiif/10905262/full/max/0/default.jpg
264073,10657396,digital image,https://media.rkd.nl/iiif/10657396/full/max/0/default.jpg
264074,10657395,color reproduction,https://media.rkd.nl/iiif/10657395/full/max/0/default.jpg
264098,10349025,digital black-and-white photograph,https://media.rkd.nl/iiif/10349025/full/max/0/default.jpg
264100,10349024,digital color photograph,https://media.rkd.nl/iiif/10349024/full/max/0/default.jpg
264104,10349018,digital black-and-white photograph,https://media.rkd.nl/iiif/10349018/full/max/0/default.jpg
264106,10349019,digital black-and-white photograph,https://media.rkd.nl/iiif/10349019/full/max/0/default.jpg
264107,10349020,digital black-and-white photograph,https://media.rkd.nl/iiif/10349020/full/max/0/default.jpg
264120,9175584,black and white photograph,https://media.rkd.nl/iiif/9175584/full/max/0/default.jpg
264134,10657451,digital image,https://media.rkd.nl/iiif/10657451/full/max/0/default.jpg
264157,10657612,black-and-white reproduction,https://media.rkd.nl/iiif/10657612/full/max/0/default.jpg
264157,10657613,black-and-white reproduction,https://media.rkd.nl/iiif/10657613/full/max/0/default.jpg
264172,10657484,digital image,https://media.rkd.nl/iiif/10657484/full/max/0/default.jpg
264206,10657547,reproduction (derivative object),https://media.rkd.nl/iiif/10657547/full/max/0/default.jpg
264209,9122793,color photograph,https://media.rkd.nl/iiif/9122793/full/max/0/default.jpg
264226,10205593,digital color photograph,https://media.rkd.nl/iiif/10205593/full/max/0/default.jpg
264226,10205594,digital color photograph,https://media.rkd.nl/iiif/10205594/full/max/0/default.jpg
264226,10205595,digital color photograph,https://media.rkd.nl/iiif/10205595/full/max/0/default.jpg
264229,10321901,digital image,https://media.rkd.nl/iiif/10321901/full/max/0/default.jpg
264237,10657570,digital image,https://media.rkd.nl/iiif/10657570/full/max/0/default.jpg
264258,10657603,black and white photograph,https://media.rkd.nl/iiif/10657603/full/max/0/default.jpg
264268,10657609,reproduction (derivative object),https://media.rkd.nl/iiif/10657609/full/max/0/default.jpg
264271,10657615,digital image,https://media.rkd.nl/iiif/10657615/full/max/0/default.jpg
264286,10657649,digital image,https://media.rkd.nl/iiif/10657649/full/max/0/default.jpg
264294,10656978,digital image,https://media.rkd.nl/iiif/10656978/full/max/0/default.jpg
264294,10660933,color reproduction,https://media.rkd.nl/iiif/10660933/full/max/0/default.jpg
264305,10657665,black and white photograph,https://media.rkd.nl/iiif/10657665/full/max/0/default.jpg
264336,10657216,digital image,https://media.rkd.nl/iiif/10657216/full/max/0/default.jpg
264340,10657188,digital image,https://media.rkd.nl/iiif/10657188/full/max/0/default.jpg
264342,10657700,digital image,https://media.rkd.nl/iiif/10657700/full/max/0/default.jpg
264354,10657711,digital color photograph,https://media.rkd.nl/iiif/10657711/full/max/0/default.jpg
264354,10657712,digital color photograph,https://media.rkd.nl/iiif/10657712/full/max/0/default.jpg
264354,10657713,digital color photograph,https://media.rkd.nl/iiif/10657713/full/max/0/default.jpg
264382,10657726,digital image,https://media.rkd.nl/iiif/10657726/full/max/0/default.jpg
264392,10657727,digital image,https://media.rkd.nl/iiif/10657727/full/max/0/default.jpg
264395,9122723,color photograph,https://media.rkd.nl/iiif/9122723/full/max/0/default.jpg
264396,9122727,color photograph,https://media.rkd.nl/iiif/9122727/full/max/0/default.jpg
264402,10657750,digital image,https://media.rkd.nl/iiif/10657750/full/max/0/default.jpg
264407,10657753,digital image,https://media.rkd.nl/iiif/10657753/full/max/0/default.jpg
264413,10657755,digital image,https://media.rkd.nl/iiif/10657755/full/max/0/default.jpg
264436,10205685,digital color photograph,https://media.rkd.nl/iiif/10205685/full/max/0/default.jpg
264440,10205687,digital color photograph,https://media.rkd.nl/iiif/10205687/full/max/0/default.jpg
264441,10205689,digital color photograph,https://media.rkd.nl/iiif/10205689/full/max/0/default.jpg
264444,10657793,digital image,https://media.rkd.nl/iiif/10657793/full/max/0/default.jpg
264491,10292240,digital color photograph,https://media.rkd.nl/iiif/10292240/full/max/0/default.jpg
264492,10292242,digital color photograph,https://media.rkd.nl/iiif/10292242/full/max/0/default.jpg
264516,10205695,digital color photograph,https://media.rkd.nl/iiif/10205695/full/max/0/default.jpg
264517,10205697,digital color photograph,https://media.rkd.nl/iiif/10205697/full/max/0/default.jpg
264518,10205699,digital color photograph,https://media.rkd.nl/iiif/10205699/full/max/0/default.jpg
264521,10657843,digital image,https://media.rkd.nl/iiif/10657843/full/max/0/default.jpg
264535,10657845,digital image,https://media.rkd.nl/iiif/10657845/full/max/0/default.jpg
264547,10292247,black and white photograph,https://media.rkd.nl/iiif/10292247/full/max/0/default.jpg
264552,10348706,digital color photograph,https://media.rkd.nl/iiif/10348706/full/max/0/default.jpg
264553,10205700,digital color photograph,https://media.rkd.nl/iiif/10205700/full/max/0/default.jpg
264553,10205701,digital color photograph,https://media.rkd.nl/iiif/10205701/full/max/0/default.jpg
264566,10205704,digital color photograph,https://media.rkd.nl/iiif/10205704/full/max/0/default.jpg
264569,10205710,digital color photograph,https://media.rkd.nl/iiif/10205710/full/max/0/default.jpg
264575,10657889,digital image,https://media.rkd.nl/iiif/10657889/full/max/0/default.jpg
264576,10205712,digital color photograph,https://media.rkd.nl/iiif/10205712/full/max/0/default.jpg
264578,10205714,digital color photograph,https://media.rkd.nl/iiif/10205714/full/max/0/default.jpg
