priref,artist_name,date,objectcat,lrefs_in_xml,reason
250021,"Thulden, Theodoor van",1635,reproductive print,10783267,only excluded placeholder lrefs available: 10783267
251416,"Lelie, Adriaan de",1812,painting,10783267,only excluded placeholder lrefs available: 10783267
251421,"Lelie, Adriaan de",1812,painting,10783267,only excluded placeholder lrefs available: 10783267
251892,"Sauvage, Piat-Joseph",1795,painting,10783267,only excluded placeholder lrefs available: 10783267
251949,"Kruseman, Cornelis",1817,painting,10783267,only excluded placeholder lrefs available: 10783267
251952,"Kruseman, Cornelis",1818,painting,10783267,only excluded placeholder lrefs available: 10783267
252684,"Kruseman, Cornelis",1830,painting,10783267,only excluded placeholder lrefs available: 10783267
253329,"Kruseman, Cornelis",1814,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
253340,"Kruseman, Cornelis",1814,painting,10783267,only excluded placeholder lrefs available: 10783267
253410,Anoniem,1509,painting,10783267,only excluded placeholder lrefs available: 10783267
253619,"Dufresne, Charles (1876-1938)",1891,painting,10783267,only excluded placeholder lrefs available: 10783267
253804,Anoniem,1622,painting,10783267,only excluded placeholder lrefs available: 10783267
253805,Anoniem,1622,painting,10783267,only excluded placeholder lrefs available: 10783267
253808,Anoniem,1622,painting,10783267,only excluded placeholder lrefs available: 10783267
254062,"Kruseman, Cornelis",1826,painting,10783267,only excluded placeholder lrefs available: 10783267
254646,"Mieris, Willem van",1697,painting,10783267,only excluded placeholder lrefs available: 10783267
254813,Anoniem,1630,painting,10783267,only excluded placeholder lrefs available: 10783267
254819,Anoniem,1630,painting,10783267,only excluded placeholder lrefs available: 10783267
254874,"Pascin, Jules",1900,painting,10783267,only excluded placeholder lrefs available: 10783267
254908,"D' Erceville, Wenceslas",1903,painting,10783267,only excluded placeholder lrefs available: 10783267
255110,"Wilkin, Charles",1765,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
255116,"Stone, Henry",1630,painting,10783267,only excluded placeholder lrefs available: 10783267
255170,"Rubens, Peter Paul",1627,painting,10783267,only excluded placeholder lrefs available: 10783267
255171,Anoniem,1629,painting,10783267,only excluded placeholder lrefs available: 10783267
255175,"Opstal, Caspar van (I)",1632,painting,10783267,only excluded placeholder lrefs available: 10783267
255177,"Rubens, Peter Paul",1592,painting,10783267,only excluded placeholder lrefs available: 10783267
255180,"Rubens, Peter Paul",1607,painting,10783267,only excluded placeholder lrefs available: 10783267
255183,"Rubens, Peter Paul",1606,painting,10783267,only excluded placeholder lrefs available: 10783267
255891,Anoniem,1800,painting,10783267,only excluded placeholder lrefs available: 10783267
255912,"Weissenborn, Else",1915-01,photograph,10783267,only excluded placeholder lrefs available: 10783267
255916,Anoniem,1915,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
256749,Anoniem,1575,unknown,10783267,only excluded placeholder lrefs available: 10783267
257012,Anoniem,1575,unknown,10783267,only excluded placeholder lrefs available: 10783267
257024,Anoniem,1600,painting,10783267,only excluded placeholder lrefs available: 10783267
257414,"Rubens, Peter Paul",1628,painting,10783267,only excluded placeholder lrefs available: 10783267
257418,Anoniem,1628,painting,10783267,only excluded placeholder lrefs available: 10783267
257419,"Mogalli, Cosimo",1710,reproductive print,10783267,only excluded placeholder lrefs available: 10783267
257452,Anoniem,1628,painting,10783267,only excluded placeholder lrefs available: 10783267
257460,Anoniem,1628,painting,10783267,only excluded placeholder lrefs available: 10783267
257467,Anoniem,1628,painting,10783267,only excluded placeholder lrefs available: 10783267
257486,Anoniem,1629,painting,10783267,only excluded placeholder lrefs available: 10783267
257493,Anoniem,1628,painting,10783267,only excluded placeholder lrefs available: 10783267
257494,Anoniem,1628,painting,10783267,only excluded placeholder lrefs available: 10783267
257498,Anoniem,1620,painting,10783267,only excluded placeholder lrefs available: 10783267
257505,Anoniem,1606,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
257729,Anoniem,1625,painting,10783267,only excluded placeholder lrefs available: 10783267
257731,Anoniem,1700,portrait miniature,10783267,only excluded placeholder lrefs available: 10783267
257757,Anoniem,1625,painting,10783267,only excluded placeholder lrefs available: 10783267
257781,"Dyck, Anthony van",1650,series,,no image downloaded
257783,"Teylingen, Jan van",1640,series,,no image downloaded
257785,Anoniem,1650,series,,no image downloaded
257788,Anoniem,1650,painting,10783267,only excluded placeholder lrefs available: 10783267
257929,"Castiglione, Giuseppe (1688-1766)",1743,series,,no image downloaded
258511,"Rubens, Peter Paul",1598,painting,10783267,only excluded placeholder lrefs available: 10783267
258515,Anoniem,1598,painting,10783267,only excluded placeholder lrefs available: 10783267
258554,Anoniem,1598,painting,10783267,only excluded placeholder lrefs available: 10783267
258555,Anoniem,1598,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
258558,"Hellich, Josef Vojtech",1825,reproductive print,10783267,only excluded placeholder lrefs available: 10783267
258596,Anoniem,1615,painting,10783267,only excluded placeholder lrefs available: 10783267
258653,Anoniem,1615,painting,10783267,only excluded placeholder lrefs available: 10783267
258655,Anoniem,1615,painting,10783267,only excluded placeholder lrefs available: 10783267
258656,Anoniem,1615,painting,10783267,only excluded placeholder lrefs available: 10783267
258657,"Baen, Jan de",1659,painting,10783267,only excluded placeholder lrefs available: 10783267
258661,Anoniem,1615,painting,10783267,only excluded placeholder lrefs available: 10783267
258695,Anoniem,1620,painting,10783267,only excluded placeholder lrefs available: 10783267
258698,Anoniem,1620,painting,10783267,only excluded placeholder lrefs available: 10783267
258810,Anoniem,1626,painting,10783267,only excluded placeholder lrefs available: 10783267
258811,Anoniem,1626,painting,10783267,only excluded placeholder lrefs available: 10783267
258812,Anoniem,1625,painting,10783267,only excluded placeholder lrefs available: 10783267
258813,Anoniem,1625,painting,10783267,only excluded placeholder lrefs available: 10783267
258820,"Watteau, Jean Antoine",1700,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
258880,Anoniem,1613,painting,10783267,only excluded placeholder lrefs available: 10783267
258906,Anoniem,1625,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
258928,Anoniem,1611,painting,10783267,only excluded placeholder lrefs available: 10783267
258929,Anoniem,1611,painting,10783267,only excluded placeholder lrefs available: 10783267
258995,"Rubens, Peter Paul",1628,painting,10783267,only excluded placeholder lrefs available: 10783267
259024,Anoniem,1630,painting,10783267,only excluded placeholder lrefs available: 10783267
259033,Anoniem,1630,painting,10783267,only excluded placeholder lrefs available: 10783267
259035,Anoniem,1630,reproductive print,10783267,only excluded placeholder lrefs available: 10783267
259042,Anoniem,1640,painting,10783267,only excluded placeholder lrefs available: 10783267
259046,Anoniem,1640,painting,10783267,only excluded placeholder lrefs available: 10783267
259069,Anoniem,1631,painting,10783267,only excluded placeholder lrefs available: 10783267
259071,Anoniem,1631,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
259163,"Stolker, Jan",1739,series,,no image downloaded
259404,"Werff, Pieter van der",1696,series,,no image downloaded
259474,Anoniem,1612,painting,10783267,only excluded placeholder lrefs available: 10783267
259486,"Van IJsendijck, Antoon",1821,painting,10783267,only excluded placeholder lrefs available: 10783267
259508,"Overlaet, Antoon",1768,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
259512,Anoniem,1700,portrait miniature,10783267,only excluded placeholder lrefs available: 10783267
259514,"Meulemeester, Mathieu François Joseph de",1771,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
259516,"Turner, Joseph Mallord William",1786,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
259586,Anoniem,1615,painting,10783267,only excluded placeholder lrefs available: 10783267
259596,Anoniem,1627,painting,10783267,only excluded placeholder lrefs available: 10783267
259695,Anoniem,1625,painting,10783267,only excluded placeholder lrefs available: 10783267
259696,Anoniem,1625,painting,10783267,only excluded placeholder lrefs available: 10783267
259740,"Rubens, Peter Paul",1624,painting,10783267,only excluded placeholder lrefs available: 10783267
259748,Anoniem,1624,painting,10783267,only excluded placeholder lrefs available: 10783267
259755,Anoniem,1624,reproductive print,10783267,only excluded placeholder lrefs available: 10783267
259756,Anoniem,1624,reproductive print,10783267,only excluded placeholder lrefs available: 10783267
259764,Anoniem,1800,painting,10783267,only excluded placeholder lrefs available: 10783267
259765,"Overlaet, Antoon",1762,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
259773,Anoniem,1611,painting,10783267,only excluded placeholder lrefs available: 10783267
259775,Anoniem,1611,painting,10783267,only excluded placeholder lrefs available: 10783267
259776,Anoniem,1611,painting,10783267,only excluded placeholder lrefs available: 10783267
259779,Anoniem,1611,painting,10783267,only excluded placeholder lrefs available: 10783267
259781,Anoniem,1611,painting,10783267,only excluded placeholder lrefs available: 10783267
259790,Anoniem,1800,painting,10783267,only excluded placeholder lrefs available: 10783267
259800,"Normand, Charles Pierre Joseph",1780,reproductive print,10783267,only excluded placeholder lrefs available: 10783267
259893,"Dyck, Anthony van",1632,painting,10783267,only excluded placeholder lrefs available: 10783267
259906,Anoniem,1615,painting,10783267,only excluded placeholder lrefs available: 10783267
259935,Anoniem,1615,painting,10783267,only excluded placeholder lrefs available: 10783267
259936,Anoniem,1615,painting,10783267,only excluded placeholder lrefs available: 10783267
259937,Anoniem,1615,painting,10783267,only excluded placeholder lrefs available: 10783267
259953,"Quellinus, Erasmus (II)",1627,painting,10783267,only excluded placeholder lrefs available: 10783267
259955,"Rubens, Peter Paul",1615,painting,10783267,only excluded placeholder lrefs available: 10783267
259965,Anoniem,1615,painting,10783267,only excluded placeholder lrefs available: 10783267
259966,Anoniem,1700,painting,10783267,only excluded placeholder lrefs available: 10783267
259973,Anoniem,1615,painting,10783267,only excluded placeholder lrefs available: 10783267
259974,Anoniem,1615,painting,10783267,only excluded placeholder lrefs available: 10783267
259977,"Bergh, Nicolas van den",1725,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
259982,"Rubens, Peter Paul",1626,painting,10783267,only excluded placeholder lrefs available: 10783267
259983,Anoniem,1626,painting,10783267,only excluded placeholder lrefs available: 10783267
259985,Anoniem,1626,painting,10783267,only excluded placeholder lrefs available: 10783267
259987,Anoniem,1626,painting,10783267,only excluded placeholder lrefs available: 10783267
259992,Anoniem,1726,reproductive print,10783267,only excluded placeholder lrefs available: 10783267
260004,Anoniem,1628,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
260005,Anoniem,1628,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
260007,Anoniem,1615,painting,10783267,only excluded placeholder lrefs available: 10783267
260009,Anoniem,1615,painting,10783267,only excluded placeholder lrefs available: 10783267
260010,Anoniem,1615,painting,10783267,only excluded placeholder lrefs available: 10783267
260011,"Teniers, David (II)",1626,painting,10783267,only excluded placeholder lrefs available: 10783267
260015,"Rubens, Peter Paul",1626,painting,10783267,only excluded placeholder lrefs available: 10783267
260016,Anoniem,1628,painting,10783267,only excluded placeholder lrefs available: 10783267
260017,Anoniem,1628,painting,10783267,only excluded placeholder lrefs available: 10783267
260051,Anoniem,1600,painting,10783267,only excluded placeholder lrefs available: 10783267
260065,"Dolendo, Zacharias",1576,series,10783267,only excluded placeholder lrefs available: 10783267
260075,Anoniem,1613,painting,10783267,only excluded placeholder lrefs available: 10783267
260076,"Gregori, Carlo",1702,reproductive print,10783267,only excluded placeholder lrefs available: 10783267
260112,Anoniem,1623,painting,10783267,only excluded placeholder lrefs available: 10783267
260113,Anoniem,1623,painting,10783267,only excluded placeholder lrefs available: 10783267
260114,Anoniem,1623,painting,10783267,only excluded placeholder lrefs available: 10783267
260115,Anoniem,1623,painting,10783267,only excluded placeholder lrefs available: 10783267
260126,Anoniem,1628,painting,10783267,only excluded placeholder lrefs available: 10783267
260127,Anoniem,1638,painting,10783267,only excluded placeholder lrefs available: 10783267
260178,"Donker, Charles",1958,print,10783267,only excluded placeholder lrefs available: 10783267
260206,"Vos, Peter (1935)",1953,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
260223,"Vos, Peter (1935)",1958-02-02,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
260266,"Vos, Peter (1935)",1954,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
260283,"Vos, Peter (1935)",1954,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
260334,"Vos, Peter (1935)",1954,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
260520,"Vos, Peter (1935)",1954,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
260549,Anoniem,1628,painting,10783267,only excluded placeholder lrefs available: 10783267
260553,"Prenner, Anton Joseph von",1730,reproductive print,10783267,only excluded placeholder lrefs available: 10783267
260592,"Rubens, Peter Paul",1638,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
260612,Anoniem,1609,painting,10783267,only excluded placeholder lrefs available: 10783267
260616,"Weiss, Bartholomäus Ignaz",1760,reproductive print,10783267,only excluded placeholder lrefs available: 10783267
260618,"Devéria, Achille",1815,reproductive print,10783267,only excluded placeholder lrefs available: 10783267
260630,Anoniem,1630,painting,10783267,only excluded placeholder lrefs available: 10783267
260633,"Rubens, Peter Paul",1630,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
260651,Anoniem,1638,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
260694,Anoniem,1626,painting,10783267,only excluded placeholder lrefs available: 10783267
260695,Anoniem,1626,painting,10783267,only excluded placeholder lrefs available: 10783267
260696,Anoniem,1626,painting,10783267,only excluded placeholder lrefs available: 10783267
260697,"Keyser, Nicolaes de",1695,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
260698,"Müller, G.",1800,reproductive print,10783267,only excluded placeholder lrefs available: 10783267
260701,Anoniem,1700,reproductive print,10783267,only excluded placeholder lrefs available: 10783267
260710,Anoniem,1621,painting,10783267,only excluded placeholder lrefs available: 10783267
260711,Anoniem,1621,painting,10783267,only excluded placeholder lrefs available: 10783267
260721,"Rubens, Peter Paul",1600,painting,10783267,only excluded placeholder lrefs available: 10783267
260754,Anoniem,1628,painting,10783267,only excluded placeholder lrefs available: 10783267
260755,Anoniem,1628,painting,10783267,only excluded placeholder lrefs available: 10783267
260762,"Rubens, Peter Paul",1625,painting,10783267,only excluded placeholder lrefs available: 10783267
260772,"Rubens, Peter Paul",1617,painting,10783267,only excluded placeholder lrefs available: 10783267
260777,Anoniem,1616,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
260782,"Rubens, Peter Paul",1617,painting,10783267,only excluded placeholder lrefs available: 10783267
260784,"Rubens, Peter Paul",1612,painting,10783267,only excluded placeholder lrefs available: 10783267
260897,Anoniem,1632,painting,10783267,only excluded placeholder lrefs available: 10783267
260898,Anoniem,1632,painting,10783267,only excluded placeholder lrefs available: 10783267
260900,"Schön, Arthur",1902,reproductive print,10783267,only excluded placeholder lrefs available: 10783267
260903,Anoniem,1610,painting,10783267,only excluded placeholder lrefs available: 10783267
261036,"Rubens, Peter Paul",1610,painting,10783267,only excluded placeholder lrefs available: 10783267
261070,"Rubens, Peter Paul",1592,painting,10783267,only excluded placeholder lrefs available: 10783267
261124,"Lepelaer, Arent",1688,series,,no image downloaded
261125,diverse kunstenaars,1555,series,,no image downloaded
261570,"Demoussy, Augustin Luc",1848,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
262144,Anoniem,1609,painting,10783267,only excluded placeholder lrefs available: 10783267
262145,Anoniem,1640,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
262184,Anoniem,1800,painting,10783267,only excluded placeholder lrefs available: 10783267
262185,Anoniem,1620,painting,10783267,only excluded placeholder lrefs available: 10783267
262186,Anoniem,1700,painting,10783267,only excluded placeholder lrefs available: 10783267
262188,Anoniem,1800,plaquette (sculpture),10783267,only excluded placeholder lrefs available: 10783267
262313,"Rubens, Peter Paul",1592,painting,10783267,only excluded placeholder lrefs available: 10783267
262374,"Siebert, Heinrich (I)",1858,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
262566,Anoniem,1626,painting,10783267,only excluded placeholder lrefs available: 10783267
263167,"Rubens, Peter Paul",1614,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
264741,"Doort, Jacob van",1609,painting,10783267,only excluded placeholder lrefs available: 10783267
264879,"Perronneau, Jean-Baptiste",1761,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
265366,Monogrammist W.N.,1781-02-13,portrait miniature,10783267,only excluded placeholder lrefs available: 10783267
265650,Anoniem,1795,painting,10783267,only excluded placeholder lrefs available: 10783267
265749,"Delafontaine, Pierre Maximilien",1613,painting,10783267,only excluded placeholder lrefs available: 10783267
265750,"Vivant-Denon, Dominique",1764,painting,10783267,only excluded placeholder lrefs available: 10783267
265751,Anoniem,1613,painting,10783267,only excluded placeholder lrefs available: 10783267
265753,"Rodin, Auguste",1850,painting,10783267,only excluded placeholder lrefs available: 10783267
265771,"Kruseman, Cornelis",1831,oil sketch,10783267,only excluded placeholder lrefs available: 10783267
265775,"Kruseman, Cornelis",1831,oil sketch,10783267,only excluded placeholder lrefs available: 10783267
265777,"Kruseman, Cornelis",1831,oil sketch,10783267,only excluded placeholder lrefs available: 10783267
265780,"Kruseman, Cornelis",1831,oil sketch,10783267,only excluded placeholder lrefs available: 10783267
265783,"Kruseman, Cornelis",1831,oil sketch,10783267,only excluded placeholder lrefs available: 10783267
265785,"Kruseman, Cornelis",1831,oil sketch,10783267,only excluded placeholder lrefs available: 10783267
265786,"Kruseman, Cornelis",1831,oil sketch,10783267,only excluded placeholder lrefs available: 10783267
265787,"Kruseman, Cornelis",1831,oil sketch,10783267,only excluded placeholder lrefs available: 10783267
265791,"Kruseman, Cornelis",1831,oil sketch,10783267,only excluded placeholder lrefs available: 10783267
265793,"Kruseman, Cornelis",1831,oil sketch,10783267,only excluded placeholder lrefs available: 10783267
265953,"Kruseman, Cornelis",1824,oil sketch,10783267,only excluded placeholder lrefs available: 10783267
265977,"Kruseman, Cornelis",1825,oil sketch,10783267,only excluded placeholder lrefs available: 10783267
266160,"Kruseman, Cornelis",1830,oil sketch,10783267,only excluded placeholder lrefs available: 10783267
266696,"Kruseman, Cornelis",1826,oil sketch,10783267,only excluded placeholder lrefs available: 10783267
266703,"Kruseman, Cornelis",1825,oil sketch,10783267,only excluded placeholder lrefs available: 10783267
266931,"Kruseman, Cornelis",1831,oil sketch,10783267,only excluded placeholder lrefs available: 10783267
267233,"Kruseman, Cornelis",1815,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
267234,"Kruseman, Cornelis",1815,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
267236,"Kruseman, Cornelis",1815,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
267238,"Kruseman, Cornelis",1815,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
267280,"Kruseman, Cornelis",1818,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
267519,"Honthorst, Gerard van",1647,painting,10783267,only excluded placeholder lrefs available: 10783267
267523,"Kruseman, Cornelis",1826,oil sketch,10783267,only excluded placeholder lrefs available: 10783267
267966,"Kruseman, Cornelis",1830,painting,,no image downloaded
267969,"Kruseman, Cornelis",1818,painting,10783267,only excluded placeholder lrefs available: 10783267
267971,"Kruseman, Cornelis",1818,painting,10783267,only excluded placeholder lrefs available: 10783267
267972,"Kruseman, Cornelis",1818,painting,10783267,only excluded placeholder lrefs available: 10783267
267973,"Kruseman, Cornelis",1818,painting,10783267,only excluded placeholder lrefs available: 10783267
267974,"Kruseman, Cornelis",1818,painting,10783267,only excluded placeholder lrefs available: 10783267
268324,"Kruseman, Cornelis",1815,painting,10783267,only excluded placeholder lrefs available: 10783267
268354,"Kruseman, Cornelis",1815,oil sketch,10783267,only excluded placeholder lrefs available: 10783267
268355,"Kruseman, Cornelis",1815,oil sketch,10783267,only excluded placeholder lrefs available: 10783267
268579,"Kruseman, Cornelis",1815,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
269060,"Kruseman, Cornelis",1819,painting,10783267,only excluded placeholder lrefs available: 10783267
273067,"Rubens, Peter Paul",1633,reproductive print,10783267,only excluded placeholder lrefs available: 10783267
273099,"Rubens, Peter Paul",1638,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
273101,"Flipart, Jean Jacques",1734,reproductive print,10783267,only excluded placeholder lrefs available: 10783267
273102,"Cathelin, Louis Jacques",1762,reproductive print,10783267,only excluded placeholder lrefs available: 10783267
273103,"Colnaghi, Martin (ca. 1792-1851)",1700,reproductive print,10783267,only excluded placeholder lrefs available: 10783267
273105,"Rubens, Peter Paul",1592,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
273177,"Rubens, Peter Paul",1592,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
273693,"Kruseman, Cornelis",1843,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
273712,"Bles, David",1842,painting,10783267,only excluded placeholder lrefs available: 10783267
273745,Anoniem,1844,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
274445,Anoniem,1815,portrait miniature,10783267,only excluded placeholder lrefs available: 10783267
276452,Anoniem,1550,painting,10783267,only excluded placeholder lrefs available: 10783267
276518,Anoniem,1575,painting,10783267,only excluded placeholder lrefs available: 10783267
276548,Anoniem,1607,painting,10783267,only excluded placeholder lrefs available: 10783267
276555,"Wonder, Pieter Christoffel",1800,painting,10783267,only excluded placeholder lrefs available: 10783267
276556,"Wonder, Pieter Christoffel",1800,painting,10783267,only excluded placeholder lrefs available: 10783267
276558,"Hansma, Douwe",1877,painting,10783267,only excluded placeholder lrefs available: 10783267
276560,"Bosch Reitz, Gijs",1860,painting,10783267,only excluded placeholder lrefs available: 10783267
276789,"Hari, Johannes (I)",1812,portrait miniature,10783267,only excluded placeholder lrefs available: 10783267
276795,"Hagbolt, Jacob",1800,portrait miniature,10783267,only excluded placeholder lrefs available: 10783267
276798,"Hagbolt, Jacob",1795,portrait miniature,10783267,only excluded placeholder lrefs available: 10783267
276802,Anoniem,1775,portrait miniature,10783267,only excluded placeholder lrefs available: 10783267
276804,Anoniem,1775,portrait miniature,10783267,only excluded placeholder lrefs available: 10783267
276814,"Hamburger, Coenraad",1825,portrait miniature,10783267,only excluded placeholder lrefs available: 10783267
277112,Anoniem,1945,painting,10783267,only excluded placeholder lrefs available: 10783267
277273,"Mondriaan, Piet",1913,painting,10783267,only excluded placeholder lrefs available: 10783267
279633,Anoniem,1590,painting,10783267,only excluded placeholder lrefs available: 10783267
279655,"Mondriaan, Piet",1896,painting,10783267,only excluded placeholder lrefs available: 10783267
280766,Anoniem,1775,portrait miniature,10783267,only excluded placeholder lrefs available: 10783267
281884,"Kunst, Berend",1858,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
282681,"Le Blon, Jakob Christof",1706,portrait miniature,10783267,only excluded placeholder lrefs available: 10783267
282682,"Le Blon, Jakob Christof",1706,portrait miniature,10783267,only excluded placeholder lrefs available: 10783267
283025,"Meuret, François",1829,portrait miniature,10783267,only excluded placeholder lrefs available: 10783267
283085,"Le Blon, Jakob Christof",1706,portrait miniature,10783267,only excluded placeholder lrefs available: 10783267
283086,"Le Blon, Jakob Christof",1706,portrait miniature,10783267,only excluded placeholder lrefs available: 10783267
283301,"Marinkel, Joseph",1764,portrait miniature,10783267,only excluded placeholder lrefs available: 10783267
285940,"Dieussart, François",1649,bust (sculpture),10783267,only excluded placeholder lrefs available: 10783267
285941,"Dieussart, François",1649,bust (sculpture),10783267,only excluded placeholder lrefs available: 10783267
286468,"Cranach, Lucas (I)",1532,painting,10783267,only excluded placeholder lrefs available: 10783267
286736,"Kossuth, Egon Josef",1936,painting,10783267,only excluded placeholder lrefs available: 10783267
287264,"Cranach, Lucas (I)",1536,painting,10783267,only excluded placeholder lrefs available: 10783267
287318,"Mierevelt, Michiel van",1800,painting,10783267,only excluded placeholder lrefs available: 10783267
288060,"Humbert de Superville, David Pièrre Giottino",1813,drawing (visual work),10803127,no image downloaded
288657,"Huchtenburg, Jan van",1710,painting,,no image downloaded
292490,Anoniem,1700,series,,no image downloaded
293499,Anoniem,1800,painting,10783267,only excluded placeholder lrefs available: 10783267
293507,"Blocq van Scheltinga, Albertine Marie Isabelle Jeanne de",1950,sculpture,10783267,only excluded placeholder lrefs available: 10783267
293513,"Blocq van Scheltinga, Albertine Marie Isabelle Jeanne de",1950,sculpture,10783267,only excluded placeholder lrefs available: 10783267
293517,Anoniem,1950,photograph,10783267,only excluded placeholder lrefs available: 10783267
293601,Anoniem,1594,painting,10783267,only excluded placeholder lrefs available: 10783267
293602,Anoniem,1649,painting,10783267,only excluded placeholder lrefs available: 10783267
293610,"Kruseman, Cornelis",1844,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
293732,Anoniem,1600,painting,10783267,only excluded placeholder lrefs available: 10783267
294992,"Pencz, Georg",1531,painting,10783267,only excluded placeholder lrefs available: 10783267
295275,"Honthorst, Gerard van",1600,painting,10783267,only excluded placeholder lrefs available: 10783267
296915,"Schuiten, H.PH.J.",1862,carte-de-visite,10783267,only excluded placeholder lrefs available: 10783267
297134,"Pierson, Christoffel",1674,series,,no image downloaded
297245,diverse kunstenaars,1555,series,,no image downloaded
297646,Anoniem,1580,stained glass (visual work),10783267,only excluded placeholder lrefs available: 10783267
297652,Anoniem,1580,stained glass (visual work),10783267,only excluded placeholder lrefs available: 10783267
297723,diverse kunstenaars,1530,series,,no image downloaded
298576,"Tanjé, Pieter",1734,series,,no image downloaded
300308,"Ketel, Cornelis",1579,series,,no image downloaded
300396,"Hollar, Wenzel",1644,print,,no image downloaded
300498,"Balmakers, Piet",1850,painting,10783267,only excluded placeholder lrefs available: 10783267
300824,"Luttichuys, Simon",1661,series,,no image downloaded
301206,"Coques, Gonzales",1655,series,,no image downloaded
301286,"Vaillant, Wallerant",1660,series,,no image downloaded
301859,Anoniem,1645,painting,10783267,only excluded placeholder lrefs available: 10783267
301889,"Dijk, Philip van",1725,painting,10783267,only excluded placeholder lrefs available: 10783267
303283,"Smith, John Raphael",1772,reproductive print,20,no image downloaded
303402,"Mongin, Augustin",1881,reproductive print,24,no image downloaded
303422,"Soest, Gerard",1670,painting,26,no image downloaded
303445,"Hendriks, Wybrand",1807,painting,10783267,only excluded placeholder lrefs available: 10783267
303542,"Cuyp, Jacob Gerritsz.",1632,painting,48,no image downloaded
303543,"Cuyp, Jacob Gerritsz.",1632,painting,49,no image downloaded
303559,"Vaillant, Wallerant",1671,painting,51|50,no image downloaded
303561,"Gorter, Paul",1987,painting,52,no image downloaded
303580,"Paulijn, Horatius",1668,painting,10783267,only excluded placeholder lrefs available: 10783267
303694,"Hendriks, Wybrand",1819,painting,10783267,only excluded placeholder lrefs available: 10783267
304859,"Laroon, Marcellus (I)",1688,series,,no image downloaded
304879,"Luttichuys, Simon",1660,series,,no image downloaded
304884,"Baudringien, David",1625,painting,10783267,only excluded placeholder lrefs available: 10783267
305105,"Gogh, Vincent van",1880-09,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
305380,"Wet, Jacob de (II)",1684,series,,no image downloaded
305474,"Kruseman, Cornelis",1831,oil sketch,10783267,only excluded placeholder lrefs available: 10783267
305487,"Kruseman, Cornelis",1831,oil sketch,10783267,only excluded placeholder lrefs available: 10783267
305488,"Kruseman, Cornelis",1831,oil sketch,10783267,only excluded placeholder lrefs available: 10783267
305489,"Kruseman, Cornelis",1831,oil sketch,10783267,only excluded placeholder lrefs available: 10783267
305491,"Kruseman, Cornelis",1831,oil sketch,10783267,only excluded placeholder lrefs available: 10783267
305492,"Kruseman, Cornelis",1831,oil sketch,10783267,only excluded placeholder lrefs available: 10783267
305493,"Kruseman, Cornelis",1831,oil sketch,10783267,only excluded placeholder lrefs available: 10783267
305494,"Kruseman, Cornelis",1831,oil sketch,10783267,only excluded placeholder lrefs available: 10783267
