priref,artist_name,date,objectcat,lrefs_in_xml,reason
131797,"Campen, Jacob van",1646,painting,10783267,only excluded placeholder lrefs available: 10783267
131802,"Jordaens, Jacques",1641,painting,10783267,only excluded placeholder lrefs available: 10783267
131811,"Pourbus, Frans (I)",1573,painting,10783267,only excluded placeholder lrefs available: 10783267
131816,Anoniem,1636,painting,10783267,only excluded placeholder lrefs available: 10783267
131817,"Key, Willem",1530,painting,10783267,only excluded placeholder lrefs available: 10783267
131824,"Flinck, Govert",1640,painting,10783267,only excluded placeholder lrefs available: 10783267
131831,"Key, Willem",1550,painting,10783267,only excluded placeholder lrefs available: 10783267
131833,"Meert, Pieter",1661,painting,10783267,only excluded placeholder lrefs available: 10783267
131834,"Meert, Pieter",1661,painting,10783267,only excluded placeholder lrefs available: 10783267
131836,Anoniem,1600,painting,10783267,only excluded placeholder lrefs available: 10783267
131888,Anoniem,1625,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
131926,"Quinkhard, Jan Maurits",1703,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
131935,"Witsen, Willem",1900,painting,10783267,only excluded placeholder lrefs available: 10783267
131942,"Delft, Jan van",1925,painting,10783267,only excluded placeholder lrefs available: 10783267
131977,"Haaxman, Pieter Alardus",1844,unknown,10783267,only excluded placeholder lrefs available: 10783267
132077,"Marle, Eva van",1650,painting,10783267,only excluded placeholder lrefs available: 10783267
132160,"Nason, Pieter",1662,painting,10783267,only excluded placeholder lrefs available: 10783267
132180,"Hanneman, Adriaen",1618,painting,10783267,only excluded placeholder lrefs available: 10783267
132246,"Marle, Eva van",1650,painting,10783267,only excluded placeholder lrefs available: 10783267
132308,Anoniem,1825,painting,10783267,only excluded placeholder lrefs available: 10783267
132394,"Witsen, Willem",1885,painting,10783267,only excluded placeholder lrefs available: 10783267
132446,"Maes, Nicolaes",1649,painting,10783267,only excluded placeholder lrefs available: 10783267
132447,Anoniem,1675,painting,10783267,only excluded placeholder lrefs available: 10783267
132461,"Keyser, Thomas de",1631,painting,10783267,only excluded placeholder lrefs available: 10783267
132478,Anoniem,1829,painting,10783267,only excluded placeholder lrefs available: 10783267
132479,Anoniem,1860,painting,10783267,only excluded placeholder lrefs available: 10783267
132482,"Roland Holst-de Meester, Annie",1908,painting,10783267,only excluded placeholder lrefs available: 10783267
132552,"Budde, Aleida",1830,painting,10783267,only excluded placeholder lrefs available: 10783267
132685,"Palamedes, Anthonie",1616,painting,10783267,only excluded placeholder lrefs available: 10783267
132805,Anoniem,1500,painting,10783267,only excluded placeholder lrefs available: 10783267
132908,Anoniem,1775,portrait miniature,10783267,only excluded placeholder lrefs available: 10783267
132909,Anoniem,1800,portrait miniature,10783267,only excluded placeholder lrefs available: 10783267
132910,Anoniem,1825,unknown,10783267,only excluded placeholder lrefs available: 10783267
132914,"Geraedts, Pieter (1911-1978)",1926,painting,10783267,only excluded placeholder lrefs available: 10783267
132917,"Paroux, E.",1917,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
132970,"Bouland, J.",1675,painting,10783267,only excluded placeholder lrefs available: 10783267
133008,"Geest, Julius de",1675,painting,10783267,only excluded placeholder lrefs available: 10783267
133048,"Anspach, Johannes",1812,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
133049,"Anspach, Johannes",1812,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
133132,"Backer, Jacob Adriaensz.",1625,painting,10783267,only excluded placeholder lrefs available: 10783267
133161,Anoniem,1800,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
133162,Anoniem,1800,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
133166,Anoniem,1582,painting,10783267,only excluded placeholder lrefs available: 10783267
133167,"Eeckhout, Gerbrand van den",1662,painting,10783267,only excluded placeholder lrefs available: 10783267
133187,Monogrammist F.H.V.,1650,relief,10783267,only excluded placeholder lrefs available: 10783267
133193,"Rueter, Georg",1938,painting,10783267,only excluded placeholder lrefs available: 10783267
133231,Anoniem,1775,unknown,10783267,only excluded placeholder lrefs available: 10783267
133253,"Oberndorff, Charles von",1985,painting,10783267,only excluded placeholder lrefs available: 10783267
133272,Anoniem,1800,painting,10783267,only excluded placeholder lrefs available: 10783267
133349,Anoniem,1700,painting,10783267,only excluded placeholder lrefs available: 10783267
133377,Anoniem,1650,painting,10783267,only excluded placeholder lrefs available: 10783267
133582,"Moor, Chris de",1943,painting,10783267,only excluded placeholder lrefs available: 10783267
133584,"Boon, Jan (1882)",1940,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
133602,"Kunst, Berend",1841,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
133616,"Weenix, Jan",1692,painting,10783267,only excluded placeholder lrefs available: 10783267
133763,"Quinkhard, Jan Maurits",1744,painting,10783267,only excluded placeholder lrefs available: 10783267
133764,"Quinkhard, Jan Maurits",1739,portrait miniature,10783267,only excluded placeholder lrefs available: 10783267
133787,"Quinkhard, Jan Maurits",1703,painting,10783267,only excluded placeholder lrefs available: 10783267
133788,"Quinkhard, Jan Maurits",1734,portrait miniature,10783267,only excluded placeholder lrefs available: 10783267
133789,"Quinkhard, Jan Maurits",1753,portrait miniature,10783267,only excluded placeholder lrefs available: 10783267
133790,"Quinkhard, Jan Maurits",1703,painting,10783267,only excluded placeholder lrefs available: 10783267
133791,"Quinkhard, Jan Maurits",1703,unknown,10783267,only excluded placeholder lrefs available: 10783267
133792,"Quinkhard, Jan Maurits",1703,unknown,10783267,only excluded placeholder lrefs available: 10783267
133793,"Quinkhard, Jan Maurits",1703,painting,10783267,only excluded placeholder lrefs available: 10783267
133794,"Quinkhard, Jan Maurits",1703,painting,10783267,only excluded placeholder lrefs available: 10783267
133795,"Quinkhard, Jan Maurits",1752,painting,10783267,only excluded placeholder lrefs available: 10783267
133797,"Quinkhard, Jan Maurits",1703,painting,10783267,only excluded placeholder lrefs available: 10783267
133798,"Quinkhard, Jan Maurits",1744,painting,10783267,only excluded placeholder lrefs available: 10783267
133799,"Quinkhard, Jan Maurits",1727,painting,10783267,only excluded placeholder lrefs available: 10783267
133800,"Quinkhard, Jan Maurits",1703,painting,10783267,only excluded placeholder lrefs available: 10783267
133801,"Quinkhard, Jan Maurits",1717,painting,10783267,only excluded placeholder lrefs available: 10783267
133802,"Quinkhard, Jan Maurits",1703,painting,10783267,only excluded placeholder lrefs available: 10783267
133804,"Quinkhard, Jan Maurits",1745,painting,10783267,only excluded placeholder lrefs available: 10783267
133805,"Quinkhard, Jan Maurits",1764,painting,10783267,only excluded placeholder lrefs available: 10783267
133806,"Quinkhard, Jan Maurits",1738,unknown,10783267,only excluded placeholder lrefs available: 10783267
133807,"Quinkhard, Jan Maurits",1759,painting,10783267,only excluded placeholder lrefs available: 10783267
133808,"Quinkhard, Jan Maurits",1703,painting,10783267,only excluded placeholder lrefs available: 10783267
133809,"Quinkhard, Jan Maurits",1737,painting,10783267,only excluded placeholder lrefs available: 10783267
133810,"Quinkhard, Jan Maurits",1737,painting,10783267,only excluded placeholder lrefs available: 10783267
133812,"Quinkhard, Jan Maurits",1703,painting,10783267,only excluded placeholder lrefs available: 10783267
133813,"Quinkhard, Jan Maurits",1736,unknown,10783267,only excluded placeholder lrefs available: 10783267
133814,"Quinkhard, Jan Maurits",1736,unknown,10783267,only excluded placeholder lrefs available: 10783267
133817,"Quinkhard, Jan Maurits",1721,portrait miniature,10783267,only excluded placeholder lrefs available: 10783267
133819,"Dooijewaard, Jacob",1959,painting,10783267,only excluded placeholder lrefs available: 10783267
133823,"Soest, Cornelis van",1825,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
133949,"Kunst, Berend",1827,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
133972,"Kunst, Berend",1854,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
133973,"Kunst, Berend",1865,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
133995,"Quinkhard, Jan Maurits",1703,painting,10783267,only excluded placeholder lrefs available: 10783267
134101,"Wieringa, Harmen Willems",1628,painting,10783267,only excluded placeholder lrefs available: 10783267
134104,"Röling, Gé",1957,painting,10783267,only excluded placeholder lrefs available: 10783267
134132,Anoniem,1650,painting,10783267,only excluded placeholder lrefs available: 10783267
134164,"Sterk, Joke",1984,painting,10783267,only excluded placeholder lrefs available: 10783267
134165,"Bergh, Bep van den",1934,sculpture,10783267,only excluded placeholder lrefs available: 10783267
134166,"Terpstra, Ronald",1984,painting,10783267,only excluded placeholder lrefs available: 10783267
134168,"Truijen, Hans",1984,painting,10783267,only excluded placeholder lrefs available: 10783267
134169,"Vathorst, Theo van de",1949,sculpture,10783267,only excluded placeholder lrefs available: 10783267
134170,"Veldhoen, Aat",1949,painting,10783267,only excluded placeholder lrefs available: 10783267
134171,"Waerden, Dorien van der",1956,painting,10783267,only excluded placeholder lrefs available: 10783267
134172,"Wasowicz, Gabryela",1984,painting,10783267,only excluded placeholder lrefs available: 10783267
134173,"Zielstra, Hélène",1956,unknown,10783267,only excluded placeholder lrefs available: 10783267
134174,"Thijn, Kees",1982,painting,10783267,only excluded placeholder lrefs available: 10783267
134203,"Jacobsz., Dirck",1561,painting,10783267,only excluded placeholder lrefs available: 10783267
134275,"Gestel, Leo",1896,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
134285,Anoniem,1840,portrait miniature,10783267,only excluded placeholder lrefs available: 10783267
134433,"Spoel, Jacob",1835,painting,10783267,only excluded placeholder lrefs available: 10783267
134434,"Spoel, Jacob",1835,painting,10783267,only excluded placeholder lrefs available: 10783267
134448,Anoniem,1612,painting,10783267,only excluded placeholder lrefs available: 10783267
134449,Anoniem,1612,painting,10783267,only excluded placeholder lrefs available: 10783267
134452,"De Keyser, Nicaise",1828,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
134459,"Amelsfoort, Quirinus van",1777,unknown,10783267,only excluded placeholder lrefs available: 10783267
134460,"Amelsfoort, Quirinus van",1800,unknown,10783267,only excluded placeholder lrefs available: 10783267
134476,"Sonderland, Johann Baptist Wilhelm Adolf",1843,unknown,10783267,only excluded placeholder lrefs available: 10783267
134574,"Netscher, Caspar",1675,painting,10783267,only excluded placeholder lrefs available: 10783267
134583,"Vollevens, Jan (I)",1678,painting,10783267,only excluded placeholder lrefs available: 10783267
134584,"Beeldemaker, Adriaen Cornelisz.",1663,painting,10783267,only excluded placeholder lrefs available: 10783267
134585,"Rotius, Jan Albertsz.",1661,painting,10783267,only excluded placeholder lrefs available: 10783267
134587,"Maes, Nicolaes",1649,painting,10783267,only excluded placeholder lrefs available: 10783267
134588,"Tischbein, Johann Friedrich August",1765,painting,10783267,only excluded placeholder lrefs available: 10783267
134591,Anoniem,1771,silhouette,10783267,only excluded placeholder lrefs available: 10783267
134592,"Pieneman, Nicolaas (1809-1860)",1832,painting,10783267,only excluded placeholder lrefs available: 10783267
134595,"Troost, Cornelis",1737,painting,10783267,only excluded placeholder lrefs available: 10783267
134600,"Roode, Nicolaas Johannes Wilhelmus de",1845,unknown,10783267,only excluded placeholder lrefs available: 10783267
134601,"Horstok, Johannes Petrus van",1808,painting,10783267,only excluded placeholder lrefs available: 10783267
134602,"Horstok, Johannes Petrus van",1808,painting,10783267,only excluded placeholder lrefs available: 10783267
134603,"Kruseman, Jan Adam",1835,painting,10783267,only excluded placeholder lrefs available: 10783267
134604,"Key, Willem",1543,painting,10783267,only excluded placeholder lrefs available: 10783267
134605,"Baen, Jan de",1668,painting,10783267,only excluded placeholder lrefs available: 10783267
134606,"Baen, Jan de",1648,painting,10783267,only excluded placeholder lrefs available: 10783267
134608,Anoniem,1645,painting,10783267,only excluded placeholder lrefs available: 10783267
134609,Anoniem,1759,painting,10783267,only excluded placeholder lrefs available: 10783267
134613,Anoniem,1626,painting,10783267,only excluded placeholder lrefs available: 10783267
134614,"Cuyp, Jacob Gerritsz.",1638,painting,10783267,only excluded placeholder lrefs available: 10783267
134615,Anoniem,1707,painting,10783267,only excluded placeholder lrefs available: 10783267
134617,"Accama, Bernardus (I)",1737,painting,10783267,only excluded placeholder lrefs available: 10783267
134630,Anoniem,1651,painting,10783267,only excluded placeholder lrefs available: 10783267
134631,"Veldhuijzen, Gerrit",1849,painting,10783267,only excluded placeholder lrefs available: 10783267
134664,"Ziesenis, Johann Georg",1765,portrait miniature,10783267,only excluded placeholder lrefs available: 10783267
134665,"Ziesenis, Johann Georg",1765,portrait miniature,10783267,only excluded placeholder lrefs available: 10783267
134700,"Dyck, Anthony van",1640,painting,10783267,only excluded placeholder lrefs available: 10783267
134706,"Bohres, Theodorus",1815,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
134999,"Schmidt, George Adam",1775,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
135001,"Bailly, David",1600,painting,10783267,only excluded placeholder lrefs available: 10783267
135002,"Bailly, David",1600,painting,10783267,only excluded placeholder lrefs available: 10783267
135051,Anoniem,1674,painting,10783267,only excluded placeholder lrefs available: 10783267
135052,Anoniem,1689,painting,10783267,only excluded placeholder lrefs available: 10783267
135053,"Apostool, Cornelis",1834,painting,10783267,only excluded placeholder lrefs available: 10783267
135057,Anoniem,1751,painting,10783267,only excluded placeholder lrefs available: 10783267
135059,"Kunst, Berend",1809,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
135060,"Kunst, Berend",1809,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
135061,"Kunst, Berend",1809,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
135062,"Kunst, Berend",1809,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
135063,"Kunst, Berend",1809,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
135064,"Kunst, Berend",1848,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
135065,"Kunst, Berend",1848,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
135085,Anoniem,1648,painting,10783267,only excluded placeholder lrefs available: 10783267
135086,Anoniem,1650,painting,10783267,only excluded placeholder lrefs available: 10783267
135087,Anoniem,1679,painting,10783267,only excluded placeholder lrefs available: 10783267
135088,Anoniem,1672,painting,10783267,only excluded placeholder lrefs available: 10783267
135089,Anoniem,1702,painting,10783267,only excluded placeholder lrefs available: 10783267
135090,Anoniem,1702,painting,10783267,only excluded placeholder lrefs available: 10783267
135091,Anoniem,1679,painting,10783267,only excluded placeholder lrefs available: 10783267
135092,Anoniem,1679,painting,10783267,only excluded placeholder lrefs available: 10783267
135093,Anoniem,1709,painting,10783267,only excluded placeholder lrefs available: 10783267
135094,Anoniem,1708,painting,10783267,only excluded placeholder lrefs available: 10783267
135095,Anoniem,1636,painting,10783267,only excluded placeholder lrefs available: 10783267
135096,Anoniem,1700,painting,10783267,only excluded placeholder lrefs available: 10783267
135097,Anoniem,1600,painting,10783267,only excluded placeholder lrefs available: 10783267
135112,Anoniem,1828,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
135113,Anoniem,1836,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
135114,Anoniem,1765,painting,10783267,only excluded placeholder lrefs available: 10783267
135116,Anoniem,1828,painting,10783267,only excluded placeholder lrefs available: 10783267
135144,"Weyers, Berend Wolter",1932,unknown,10783267,only excluded placeholder lrefs available: 10783267
135145,"Weyers, Berend Wolter",1932,unknown,10783267,only excluded placeholder lrefs available: 10783267
135146,"Denner, Balthasar",1725,painting,10783267,only excluded placeholder lrefs available: 10783267
135153,"Weyers, Berend Wolter",1932,painting,10783267,only excluded placeholder lrefs available: 10783267
135154,"Weyers, Berend Wolter",1932,painting,10783267,only excluded placeholder lrefs available: 10783267
135155,"Kemper, Pauline C.H.",1850,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
135156,"Kemper, Pauline C.H.",1850,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
135158,"Cuyp, Jacob Gerritsz.",1645,unknown,10783267,only excluded placeholder lrefs available: 10783267
135188,"Breitner, George Hendrik",1872,painting,10783267,only excluded placeholder lrefs available: 10783267
135189,"Barnard, Anne (Lady)",1765,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
135190,"Barnard, Anne (Lady)",1765,unknown,10783267,only excluded placeholder lrefs available: 10783267
135191,Anoniem,1701,painting,10783267,only excluded placeholder lrefs available: 10783267
135192,Anoniem,1722,painting,10783267,only excluded placeholder lrefs available: 10783267
135193,Anoniem,1800,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
135194,Anoniem,1764,silhouette,10783267,only excluded placeholder lrefs available: 10783267
135195,Anoniem,1750,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
135196,Anoniem,1760,painting,10783267,only excluded placeholder lrefs available: 10783267
135197,Anoniem,1750,painting,10783267,only excluded placeholder lrefs available: 10783267
135199,Anoniem,1701,painting,10783267,only excluded placeholder lrefs available: 10783267
135200,Anoniem,1711,painting,10783267,only excluded placeholder lrefs available: 10783267
135201,Anoniem,1775,painting,10783267,only excluded placeholder lrefs available: 10783267
135202,Anoniem,1775,painting,10783267,only excluded placeholder lrefs available: 10783267
135203,Anoniem,1650,painting,10783267,only excluded placeholder lrefs available: 10783267
135204,Anoniem,1350,painting,10783267,only excluded placeholder lrefs available: 10783267
135314,Anoniem,1600,painting,10783267,only excluded placeholder lrefs available: 10783267
135315,Anoniem,1638,painting,10783267,only excluded placeholder lrefs available: 10783267
135327,"Uden, Thomas Carolus van",1841,painting,10783267,only excluded placeholder lrefs available: 10783267
135328,"Uden, Thomas Carolus van",1841,painting,10783267,only excluded placeholder lrefs available: 10783267
135330,"Beers, Frans van",1854,painting,10783267,only excluded placeholder lrefs available: 10783267
135376,Anoniem,1842,painting,10783267,only excluded placeholder lrefs available: 10783267
135401,Anoniem,1825,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
135411,Anoniem,1750,painting,10783267,only excluded placeholder lrefs available: 10783267
135412,Anoniem,1770,painting,10783267,only excluded placeholder lrefs available: 10783267
135816,Anoniem,1775,portrait miniature,10783267,only excluded placeholder lrefs available: 10783267
135821,"Haanen, George Gillis",1822,painting,10783267,only excluded placeholder lrefs available: 10783267
135833,"Hartmann-Hendriks, Martha",1928,painting,10783267,only excluded placeholder lrefs available: 10783267
135942,"Maes, Nicolaes",1649,painting,10783267,only excluded placeholder lrefs available: 10783267
135956,"Bloemaert, Hendrick",1644,painting,10783267,only excluded placeholder lrefs available: 10783267
135957,"Bloemaert, Hendrick",1644,painting,10783267,only excluded placeholder lrefs available: 10783267
135958,Anoniem,1600,painting,10783267,only excluded placeholder lrefs available: 10783267
135959,Anoniem,1600,painting,10783267,only excluded placeholder lrefs available: 10783267
135960,Anoniem,1600,painting,10783267,only excluded placeholder lrefs available: 10783267
135987,Anoniem,1613,painting,10783267,only excluded placeholder lrefs available: 10783267
135988,Anoniem,1600,painting,10783267,only excluded placeholder lrefs available: 10783267
135989,Anoniem,1600,painting,10783267,only excluded placeholder lrefs available: 10783267
135996,"Maes, Nicolaes",1649,painting,10783267,only excluded placeholder lrefs available: 10783267
136010,Anoniem,1700,painting,10783267,only excluded placeholder lrefs available: 10783267
136041,"Bogaert, Jan van den (II)",1937,painting,10783267,only excluded placeholder lrefs available: 10783267
136090,"Stapel, Dick",1986,painting,10783267,only excluded placeholder lrefs available: 10783267
136102,"Merck, Jacob van der",1650,painting,10783267,only excluded placeholder lrefs available: 10783267
136168,"Oets, Pieter",1735,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
136229,Anoniem,1737,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
136230,Anoniem,1350,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
136231,Anoniem,1700,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
136232,Anoniem,1732,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
136288,"Dijk, Philip van",1659,portrait miniature,10783267,only excluded placeholder lrefs available: 10783267
136299,Anoniem,1826,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
136336,"Dannenberg, Wijchel",1719,painting,10783267,only excluded placeholder lrefs available: 10783267
136355,"Huguenin, Ulrich",1770,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
136376,"Velthoven, Hendrik van",1743,painting,10783267,only excluded placeholder lrefs available: 10783267
136382,Anoniem,1675,painting,10783267,only excluded placeholder lrefs available: 10783267
136383,Anoniem,1645,painting,10783267,only excluded placeholder lrefs available: 10783267
136392,Anoniem,1775,portrait miniature,10783267,only excluded placeholder lrefs available: 10783267
136393,Anoniem,1750,silhouette,10783267,only excluded placeholder lrefs available: 10783267
136394,Anoniem,1750,silhouette,10783267,only excluded placeholder lrefs available: 10783267
136395,Anoniem,1829,painting,10783267,only excluded placeholder lrefs available: 10783267
136396,Anoniem,1829,painting,10783267,only excluded placeholder lrefs available: 10783267
136408,Anoniem,1792,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
136409,Anoniem,1725,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
136422,Anoniem,1750,painting,10783267,only excluded placeholder lrefs available: 10783267
136423,Anoniem,1750,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
136457,"Hodges, Charles Howard",1800,painting,10783267,only excluded placeholder lrefs available: 10783267
136465,"Mijtens, Jan",1658,painting,10783267,only excluded placeholder lrefs available: 10783267
136470,"Kruseman, Cornelis",1825,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
136550,"Kriege, Jan",1899,sculpture,10783267,only excluded placeholder lrefs available: 10783267
136551,"Kriege, Jan",1899,sculpture,10783267,only excluded placeholder lrefs available: 10783267
136553,"Kriege, Jan",1899,sculpture,10783267,only excluded placeholder lrefs available: 10783267
136554,"Kriege, Jan",1899,sculpture,10783267,only excluded placeholder lrefs available: 10783267
136555,"Kriege, Jan",1899,sculpture,10783267,only excluded placeholder lrefs available: 10783267
136563,Bogaers,1900,painting,10783267,only excluded placeholder lrefs available: 10783267
136564,Bogaers,1900,painting,10783267,only excluded placeholder lrefs available: 10783267
136594,"Boon, H.",1791,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
136610,"Bron, Louis",1917,painting,10783267,only excluded placeholder lrefs available: 10783267
136611,"Bron, Louis",1899,painting,10783267,only excluded placeholder lrefs available: 10783267
136612,"Bron, Louis",1899,painting,10783267,only excluded placeholder lrefs available: 10783267
136613,"Bron, Louis",1917,painting,10783267,only excluded placeholder lrefs available: 10783267
136614,"Bron, Louis",1917,painting,10783267,only excluded placeholder lrefs available: 10783267
136617,"Pieneman, Nicolaas (1809-1860)",1824,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
136618,"Pieneman, Nicolaas (1809-1860)",1824,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
136619,Anoniem,1803,painting,10783267,only excluded placeholder lrefs available: 10783267
136625,"Kunst, Berend",1848,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
136628,"Kunst, Berend",1849,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
136629,"Kunst, Berend",1849,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
136643,"Neuman, Johan Heinrich",1898,painting,10783267,only excluded placeholder lrefs available: 10783267
136662,"Neuman, Johan Heinrich",1863,painting,10783267,only excluded placeholder lrefs available: 10783267
136666,"Haak, Jan",1858,painting,10783267,only excluded placeholder lrefs available: 10783267
136677,"Veth, Jan",1893,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
136686,"Sondaar, Bertus",1932,sculpture,10783267,only excluded placeholder lrefs available: 10783267
136691,"Veth, Jan",1920,painting,10783267,only excluded placeholder lrefs available: 10783267
136773,Anoniem,1800,silhouette,10783267,only excluded placeholder lrefs available: 10783267
136798,"Barckhuis, Joost",1729,painting,10783267,only excluded placeholder lrefs available: 10783267
136799,"Barckhuis, Joost",1729,painting,10783267,only excluded placeholder lrefs available: 10783267
136901,"Moritz, Louis",1833,painting,10783267,only excluded placeholder lrefs available: 10783267
136926,"Slingelandt, Pieter van",1676,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
136927,"Slingelandt, Pieter van",1655,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
136928,"Slingelandt, Pieter van",1675,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
136995,"Maes, Nicolaes",1675,painting,10783267,only excluded placeholder lrefs available: 10783267
137048,"Uytenbogaart, Abraham",1838,unknown,10783267,only excluded placeholder lrefs available: 10783267
137049,"Uytenbogaart, Abraham",1838,unknown,10783267,only excluded placeholder lrefs available: 10783267
137050,"Wicheren, Johan Joeke Gabriël van",1857,unknown,10783267,only excluded placeholder lrefs available: 10783267
137056,"Kever, Jacob Simon Hendrik",1873,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
137058,"Akkersdijk, Jacob",1855,painting,10783267,only excluded placeholder lrefs available: 10783267
137059,"Akkersdijk, Jacob",1855,painting,10783267,only excluded placeholder lrefs available: 10783267
137061,"Leveck, Jacobus",1671,painting,10783267,only excluded placeholder lrefs available: 10783267
137071,Anoniem,1657,unknown,10783267,only excluded placeholder lrefs available: 10783267
137080,"Brouwer, Anthonius",1885,painting,10783267,only excluded placeholder lrefs available: 10783267
137081,"Brouwer, Anthonius",1850,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
137104,"Memling, Hans",1487,diptych,10783267,only excluded placeholder lrefs available: 10783267
137127,"Maes, Nicolaes",1649,painting,10783267,only excluded placeholder lrefs available: 10783267
137128,"Maes, Nicolaes",1649,painting,10783267,only excluded placeholder lrefs available: 10783267
137129,"Schouman, Aert",1725,portrait miniature,10783267,only excluded placeholder lrefs available: 10783267
137130,Anoniem,1650,portrait miniature,10783267,only excluded placeholder lrefs available: 10783267
137131,"Baen, Jan de",1650,portrait miniature,10783267,only excluded placeholder lrefs available: 10783267
137132,Anoniem,1800,portrait miniature,10783267,only excluded placeholder lrefs available: 10783267
137133,Anoniem,1800,portrait miniature,10783267,only excluded placeholder lrefs available: 10783267
137134,Anoniem,1350,portrait miniature,10783267,only excluded placeholder lrefs available: 10783267
137143,"Lelie, Jan Adriaan Antonie de",1803,painting,10783267,only excluded placeholder lrefs available: 10783267
137144,"Does, Simon van der",1680,painting,10783267,only excluded placeholder lrefs available: 10783267
137156,"Dijk, Willem Cornelis van (1826-1881)",1841,painting,10783267,only excluded placeholder lrefs available: 10783267
137157,"Georges, Eduard François",1844,sculpture,10783267,only excluded placeholder lrefs available: 10783267
137159,"Wonder, Pieter Christoffel",1795,painting,10783267,only excluded placeholder lrefs available: 10783267
137169,"Craey, Dirck",1651,painting,10783267,only excluded placeholder lrefs available: 10783267
137178,"Wuchters, Abraham",1623,painting,10783267,only excluded placeholder lrefs available: 10783267
137184,"Netscher, Caspar",1682,painting,10783267,only excluded placeholder lrefs available: 10783267
137187,"Mierevelt, Michiel van",1625,painting,10783267,only excluded placeholder lrefs available: 10783267
137198,Anoniem,1600,painting,10783267,only excluded placeholder lrefs available: 10783267
137200,"Hooghe, Romeyn de",1660,unknown,10783267,only excluded placeholder lrefs available: 10783267
137201,"Hooghe, Romeyn de",1660,unknown,10783267,only excluded placeholder lrefs available: 10783267
137204,Anoniem,1600,painting,10783267,only excluded placeholder lrefs available: 10783267
137208,"Mijn, Herman van der",1699,painting,10783267,only excluded placeholder lrefs available: 10783267
137230,"Putter, Pieter de",1605,unknown,10783267,only excluded placeholder lrefs available: 10783267
137231,"Putter, Pieter de",1605,unknown,10783267,only excluded placeholder lrefs available: 10783267
137232,Anoniem,1625,unknown,10783267,only excluded placeholder lrefs available: 10783267
137233,"Putter, Pieter de",1605,unknown,10783267,only excluded placeholder lrefs available: 10783267
137234,"Putter, Pieter de",1605,unknown,10783267,only excluded placeholder lrefs available: 10783267
