priref,lref,width,height,megapixels,soort,artist_name,date,objectcat
47030,9814422,161,200,0.032,printouts,"Dommisse, Marianne",1958,photograph
47031,9814423,157,200,0.031,printouts,"Dommisse, Marianne",1958,photograph
47032,9814424,200,162,0.032,printouts,"Dommisse, Marianne",1958,photograph
47033,9814425,154,200,0.031,printouts,"Dommisse, Marianne",1959,photograph
47034,9814426,153,200,0.031,black-and-white reproduction,"Dommisse, Marianne",1957,photograph
55595,10013655,215,500,0.107,digital color photograph,Anoniem,1850,painting
56708,9879124,500,178,0.089,color photograph,Anoniem,1954,overdoor
57606,10080124,189,501,0.095,black and white photograph,"Pourbus, Frans (I)",1571,painting
60453,9112328,169,501,0.085,black and white photograph,Anoniem,1559,painting
67389,9814565,201,166,0.033,printouts,"Boersma, Pieter (fotograaf)",1974,photograph
67569,9120170,177,500,0.088,black and white photograph,"David, Gerard",1510,painting
67571,9120169,176,500,0.088,black and white photograph,"David, Gerard",1510,painting
68026,9814646,146,200,0.029,printouts,"Dommisse, Marianne",1965,photograph
68054,9814648,145,200,0.029,printouts,"Dommisse, Marianne",1950,photograph
68055,9814649,146,200,0.029,printouts,"Dommisse, Marianne",1950,photograph
68060,9814650,146,200,0.029,printouts,"Dommisse, Marianne",1956,photograph
68061,9814651,146,200,0.029,printouts,"Dommisse, Marianne",1956,photograph
68281,9814652,146,200,0.029,printouts,"Dommisse, Marianne",1957,photograph
68283,9814653,163,200,0.033,printouts,"Dommisse, Marianne",1928,photograph
69491,9124427,194,500,0.097,black and white photograph,"Rijcke, Abraham de",1586,painting
69492,9124426,197,500,0.099,black and white photograph,"Rijcke, Abraham de",1586,painting
101055,9835412,500,218,0.109,slide (photo),"Sluijters, Jan",1908,drawing (visual work)
108066,9137315,500,199,0.1,black and white photograph,"Sluijters, Jan",1934,painting
108951,9147946,222,501,0.111,back-side (of image),"Koster, Pieter Paul (1893-1987)",1924,drawing (visual work)
118678,9125789,500,200,0.1,black and white photograph,"Mancini, Antonio",1880,painting
119543,9168929,215,500,0.107,BD/Digital Collection,"Bosch, Jheronimus",1496,painting
119546,9168930,213,500,0.106,BD/Digital Collection,"Bosch, Jheronimus",1496,painting
124541,10390140,219,500,0.11,unknown,"Spier, Jo",1925,drawing (visual work)
124684,10721913,500,210,0.105,photograph,"Hengst, Hendrik Wolter van",1824,watercolor (painting)
127438,10727013,194,500,0.097,photograph,Anoniem,1518,painting
129106,10730765,189,500,0.095,photograph,"Andriessen, Mari",1966,sculpture
129236,10731034,128,500,0.064,BD/RKD/1816 - IB/XVIIA,"Sweelink, Gerrit Pietersz.",1600,painting
129826,10732348,501,215,0.108,photograph,"Backer, Adriaen",1676,painting
130218,10733109,207,500,0.103,BD/RKD/1808 - IB/XIXD,"Schwartze, Thérèse",1875,painting
131818,10735115,203,500,0.102,photograph,"Key, Willem",1550,painting
131991,10388802,500,222,0.111,unknown,"Hingman, Jan",1875,drawing (visual work)
132550,10388925,500,164,0.082,unknown,Anoniem,1625,painting
132712,9333053,176,501,0.088,black and white photograph,"Benson, Ambrosius",1525,painting
133280,10634275,176,500,0.088,digital image,"Cornelisz, Jacob",1517,triptych
133281,10634280,176,500,0.088,digital image,"Cornelisz, Jacob",1517,triptych
133376,9335558,180,501,0.09,black and white photograph,"Sweelink, Gerrit Pietersz.",1601,painting
134848,10389720,145,294,0.043,unknown,"Greenaart, J.",1794,drawing (visual work)
134849,10389721,145,294,0.043,unknown,"Greenaart, J.",1794,drawing (visual work)
137352,10739577,211,500,0.105,reproduction (derivative object),"Andriessen, Mari",1950,sculpture
138762,10390468,500,114,0.057,unknown,Anoniem,1975,painting
139362,10905364,181,200,0.036,BD/Digital Collection,"Hillenius, Jaap",1959,painting
139879,9190505,201,500,0.101,color photograph,Anoniem,1570,painting
139935,10741320,213,251,0.053,photograph,"Evrard, Perpète",1707,portrait miniature
140927,10742336,500,210,0.105,reproduction (derivative object),"Markus, Ans",1975,painting
141287,10742575,155,275,0.043,photograph,"Stapel, Dick",1993,painting
141317,10388867,210,500,0.105,unknown,"Stracké, Louis",1875,drawing (visual work)
142623,10390526,210,500,0.105,unknown,"Welbergen, Maarten",1996,painting
142907,10742707,180,501,0.09,reproduction (derivative object),"Vlijmen, Bernard van",1922,drawing (visual work)
143204,10730981,199,501,0.1,reproduction (derivative object),"Vroom, Jean Paul",1962,painting
143241,10390231,223,500,0.112,unknown,"Krop, Hildo",1925,sculpture
143491,10737054,500,172,0.086,photograph,"Markus, Ans",1900,painting
144352,10389832,212,501,0.106,unknown,"Odé, Arend Willem Maurits",1900,sculpture
145217,10729325,162,500,0.081,photograph,"Andriessen, Mari",1925,sculpture
145611,10389970,500,213,0.106,unknown,"Kamerlingh Onnes, Harm",1922,unknown
145721,10733372,152,500,0.076,black and white photograph,Anoniem,1650,painting
146073,10733361,166,500,0.083,black and white photograph,"Honthorst, Gerard van",1625,painting
147176,10389852,190,500,0.095,unknown,"Hahn, Albert (I)",1900,drawing (visual work)
148067,10390257,206,500,0.103,unknown,"Franzen-Heslenfeld, Corinne",1925,relief
148134,10389984,196,501,0.098,unknown,"Leusink, Annigje",1919,drawing (visual work)
148446,10743960,214,500,0.107,reproduction (derivative object),"Wezelaar, Han",1925,sculpture
148473,10743964,137,275,0.038,photograph,"Stapel, Dick",1988,painting
148474,10743965,139,275,0.038,photograph,"Stapel, Dick",1988,painting
148878,10743991,223,501,0.112,reproduction (derivative object),"Jordaan, Leendert Jurriaan",1900,silhouette
148985,10722949,219,501,0.11,photograph,"Heemskerck, Maarten van",1525,painting
148986,10747176,222,500,0.111,photograph,"Heemskerck, Maarten van",1525,painting
149183,10720037,223,500,0.112,photograph,"Schuhmacher, Wim",1925,painting
150082,10741388,201,500,0.101,photograph,Anoniem,1575,painting
165790,10744895,500,146,0.073,photograph,Anoniem,1550,painting
165794,10744896,501,171,0.086,photograph,Anoniem,1550,painting
165797,10744897,500,160,0.08,photograph,Anoniem,1550,painting
165801,10744898,500,165,0.083,photograph,Anoniem,1550,painting
165802,10744899,500,144,0.072,photograph,Anoniem,1550,painting
165803,10744900,500,176,0.088,photograph,Anoniem,1550,painting
166053,9201698,223,500,0.112,digital image,"Hofker, Willem Gerard",1979,painting
168004,10746037,184,500,0.092,reproduction (derivative object),"Rädecker, John",1925,drawing (visual work)
169809,10746158,207,275,0.057,photograph,"Stapel, Dick",1980,painting
169810,10746157,154,275,0.042,photograph,"Stapel, Dick",1996,painting
169812,10746156,137,275,0.038,photograph,"Stapel, Dick",1986,painting
169839,10746172,124,155,0.019,photograph,"Schröder, Sierk",1959,painting
170397,10746190,100,116,0.012,photograph,"Meys, Louis",1955,painting
170436,10746154,149,275,0.041,photograph,"Stapel, Dick",1998,painting
170437,10746155,178,275,0.049,photograph,"Stapel, Dick",1986,painting
170439,10746242,158,300,0.047,photograph,"Stapel, Dick",2004,painting
170440,10746241,165,300,0.05,photograph,"Stapel, Dick",2004,painting
170444,10746238,165,300,0.05,photograph,"Stapel, Dick",2004,painting
170445,10746237,180,300,0.054,photograph,"Stapel, Dick",2004,painting
170446,10746236,161,300,0.048,photograph,"Stapel, Dick",2004,painting
170452,10746166,150,275,0.041,photograph,"Stapel, Dick",1992,painting
170453,10746167,141,275,0.039,photograph,"Stapel, Dick",1986,painting
173172,10389760,215,256,0.055,unknown,Anoniem,1775,portrait miniature
173173,10389761,215,256,0.055,unknown,Anoniem,1775,portrait miniature
173320,10768925,215,278,0.06,BD/RKD/1836 - IB/XXC,"Vlag, Sees",1968,print
173532,10724596,211,501,0.106,BD/RKD/1810 - IB/XVIAB,Anoniem,1525,painting
173969,10389921,183,500,0.091,unknown,Anoniem,1900,sculpture
175048,10723823,219,500,0.11,BD/RKD/1830 - IB/XVIIID,Anoniem,1775,silhouette
175052,10724599,205,437,0.09,BD/RKD/1802 - IB/XIXA,Anoniem,1800,silhouette
176503,10684268,179,500,0.089,color reproduction,Anoniem,1625,tile tableau
176505,10684259,144,500,0.072,black-and-white reproduction,"Mierevelt, Michiel van",1600,tile (object genre)
176508,10684267,146,500,0.073,black-and-white reproduction,"Mierevelt, Michiel van",1600,tile (object genre)
177353,10737003,500,206,0.103,BD/RKD/1816 - IB/XVIIA,"Grebber, Frans Pietersz. de",1619,painting
178691,10768524,214,286,0.061,original photograph,Anoniem,1600,print
178775,10680529,500,188,0.094,digital image,Anoniem,1650,painting
178891,10765936,210,327,0.069,original photograph,Anoniem,1600,print
179693,10768609,219,350,0.077,original photograph,Anoniem,1650,print
180708,10746433,501,214,0.107,photograph,"Doorn, Daan van",2007,painting
180993,10768686,217,501,0.109,digital image,"Toorop, Jan",1873,print
182433,9186200,200,501,0.1,color reproduction,"Citroen, Paul",1961,painting
182454,10390394,175,500,0.087,unknown,"Citroen, Paul",1962,painting
182807,10768771,221,269,0.059,reproduction (derivative object),"Laat, Nico de",1925,print
182929,10746684,148,180,0.027,BD/RKD/IB,Anoniem,1650,painting
182930,10746685,148,180,0.027,digital image,Anoniem,1650,painting
182944,10746867,194,500,0.097,reproduction (derivative object),"Letterie, Frank",2008,sculpture
184053,9186147,179,356,0.064,digital image,"Beckmann, Max",1944,painting
188094,9169394,213,500,0.106,digital image,"Hartjesveld, Elsa",2005,painting
189444,9186201,167,500,0.084,digital image,"Citroen, Paul",1961,painting
189448,9186202,180,501,0.09,digital image,"Citroen, Paul",1961,painting
189450,9186203,182,501,0.091,digital image,"Citroen, Paul",1960,painting
189458,9186205,189,500,0.095,digital image,"Citroen, Paul",1962,painting
190256,10636972,216,500,0.108,digital image,"Haverman, Hendrik Johannes",1896,drawing (visual work)
190265,9186969,199,500,0.1,black and white photograph,"Haverman, Hendrik Johannes",1896,drawing (visual work)
190545,9190768,164,157,0.026,digital image,Anoniem,1690,"plate (general, dish)"
190546,9190769,160,158,0.025,digital image,Anoniem,1690,"plate (general, dish)"
190647,9190791,300,217,0.065,digital image,Anoniem,1805,portrait miniature
190769,9190807,217,500,0.108,digital image,"Fernhout, Edgar",1950,painting
190920,9176096,206,500,0.103,color photograph,Meester van Moulins,1492,triptych
190937,9176095,212,501,0.106,color photograph,Meester van Moulins,1492,triptych
191169,9190875,179,205,0.037,digital image,"Fernhout, Edgar",1937,painting
191340,9190893,197,250,0.049,digital image,"Lubin, Jacques",1661,reproductive print
191417,9190905,170,224,0.038,digital image,"Rossum, Jan Cornelis van",1840,drawing (visual work)
191466,9190923,189,224,0.042,digital image,"Tilly, E.A.",1880,print
192089,9190492,167,501,0.084,black and white photograph,Anoniem,1559,painting
192099,9190493,162,500,0.081,black and white photograph,Anoniem,1559,painting
197540,9202659,215,300,0.065,digital image,"Schouman, Aert",1725,drawing (visual work)
202824,9321719,172,500,0.086,digital image,"Molkenboer, Theo",1895,painting
204660,10670538,209,501,0.105,black and white photograph,Anoniem,1880,painting
207294,9222239,137,200,0.027,digital image,"Connell, Lena",1905,postcard
211358,9221137,500,219,0.11,digital image,"Pietersz, Pieter (I)",1598,painting
215341,9236214,500,213,0.106,digital image,Anoniem,2010,photograph
216154,9302936,210,501,0.105,BD/Digital Collection,"Cornelisz, Jacob",1511,polyptych
216294,10657546,189,500,0.095,digital image,"Bellegambe, Jean (I)",1526,painting
216303,10672689,172,500,0.086,digital image,"Scorel, Jan van",1525,painting
219280,10662982,500,194,0.097,digital image,Meester van de Heilige Maagschap,1490,painting
219711,10652142,207,500,0.103,digital image,"Goude, Cornelis van der",1530,painting
220420,9197535,214,500,0.107,digital color photograph,"Meerdink, Jacob Reyer",1982,drawing (visual work)
221832,9286838,500,201,0.101,BD/Digital Collection,"Géricault, Théodore",1809,painting
224772,9414683,500,208,0.104,black and white photograph,Anoniem,1616,drawing (visual work)
227775,9160763,160,500,0.08,color photograph,"Eyck, Jan van",1445,triptych
229244,9292188,501,133,0.067,black and white photograph,Anoniem,1911-01-28,photograph
232482,9310317,219,501,0.11,black and white photograph,"Leusden, Willem van",1938,painting
236433,10632154,161,201,0.032,digital color photograph,"Breukel, Koos",2012,photograph
236437,10632156,158,200,0.032,digital black-and-white photograph,"Breukel, Koos",2005,photograph
236438,10632152,201,157,0.032,digital black-and-white photograph,"Breukel, Koos",1996,photograph
236439,10632162,158,201,0.032,digital black-and-white photograph,"Breukel, Koos",2009,photograph
236440,10632160,160,201,0.032,digital black-and-white photograph,"Breukel, Koos",2005,photograph
236466,10632159,200,133,0.027,digital color photograph,"Breukel, Koos",2008,photograph
236467,10632158,196,200,0.039,digital black-and-white photograph,"Breukel, Koos",1988,photograph
236468,10632165,158,200,0.032,digital black-and-white photograph,"Breukel, Koos",1998,photograph
236469,10632164,161,201,0.032,digital black-and-white photograph,"Breukel, Koos",2007,photograph
236470,10632161,158,200,0.032,digital black-and-white photograph,"Breukel, Koos",2002,photograph
236471,10632163,160,200,0.032,digital color photograph,"Breukel, Koos",2008,photograph
236475,10632153,150,201,0.03,digital color photograph,"Breukel, Koos",2012,photograph
236476,10632157,201,134,0.027,digital color photograph,"Breukel, Koos",2012,photograph
236477,10632155,161,201,0.032,digital color photograph,"Breukel, Koos",2012,photograph
236480,10632166,200,133,0.027,digital color photograph,"Breukel, Koos",2008,photograph
236705,10632400,161,201,0.032,black and white photograph,"Breukel, Koos",1999,photograph
237320,10632908,221,500,0.111,digital image,"Goltzius, Hendrick",1590,drawing (visual work)
237321,10632909,186,500,0.093,digital image,"Goltzius, Hendrick",1590,drawing (visual work)
237912,10633522,134,201,0.027,digital image,"Mentzel, Vincent",2012,photograph
238047,10677299,218,500,0.109,digital color photograph,Anoniem,1555,painting
238221,10635227,500,142,0.071,digital image,"Strobel, Bartholomäus",1630,painting
239257,10636583,200,103,0.021,digital color photograph,"Bruijn, Hans de",2008,photograph
239262,10636592,200,200,0.04,digital color photograph,"Bruijn, Hans de",2008,photograph
239410,10636670,200,133,0.027,digital color photograph,"Bruijn, Hans de",2009,photograph
239411,10636671,201,195,0.039,digital color photograph,"Bruijn, Hans de",2009,photograph
239416,10636672,201,133,0.027,digital color photograph,"Bruijn, Hans de",2009,photograph
239417,10636675,201,201,0.04,digital color photograph,"Bruijn, Hans de",2009,photograph
239418,10636676,200,134,0.027,digital color photograph,"Bruijn, Hans de",2009,photograph
239423,10636680,201,133,0.027,digital color photograph,"Bruijn, Hans de",2008,photograph
239424,10636682,201,165,0.033,digital color photograph,"Bruijn, Hans de",2008,photograph
239427,10636683,201,201,0.04,digital color photograph,"Bruijn, Hans de",2008,photograph
239428,10636684,200,200,0.04,digital color photograph,"Bruijn, Hans de",2009,photograph
239429,10636685,200,134,0.027,digital color photograph,"Bruijn, Hans de",2009,photograph
239431,10636686,201,201,0.04,digital color photograph,"Bruijn, Hans de",2012,photograph
239432,10636687,200,134,0.027,digital color photograph,"Bruijn, Hans de",2012,photograph
239438,10636691,200,201,0.04,digital color photograph,"Bruijn, Hans de",2010,photograph
239439,10636692,201,133,0.027,digital color photograph,"Bruijn, Hans de",2010,photograph
239440,10636693,134,200,0.027,digital color photograph,"Bruijn, Hans de",2010,photograph
239441,10636695,200,133,0.027,digital color photograph,"Bruijn, Hans de",2010,photograph
239443,10636697,200,200,0.04,digital color photograph,"Bruijn, Hans de",2010,photograph
239446,10636698,200,200,0.04,digital color photograph,"Bruijn, Hans de",2009,photograph
239447,10636700,200,122,0.024,digital color photograph,"Bruijn, Hans de",2009,photograph
239448,10636702,200,200,0.04,digital color photograph,"Bruijn, Hans de",2012,photograph
239449,10636703,200,134,0.027,digital color photograph,"Bruijn, Hans de",2012,photograph
239453,10636706,201,112,0.023,digital color photograph,"Bruijn, Hans de",2008,photograph
239455,10636709,201,133,0.027,digital color photograph,"Bruijn, Hans de",2008,photograph
239456,10636710,201,200,0.04,digital color photograph,"Bruijn, Hans de",2008,photograph
239458,10636712,200,200,0.04,digital color photograph,"Bruijn, Hans de",2012,photograph
239461,10636713,201,134,0.027,digital color photograph,"Bruijn, Hans de",2012,photograph
239462,10636714,201,133,0.027,digital color photograph,"Bruijn, Hans de",2012,photograph
239465,10636715,200,201,0.04,digital color photograph,"Bruijn, Hans de",2008,photograph
239467,10636716,200,133,0.027,digital color photograph,"Bruijn, Hans de",2008,photograph
239469,10636717,200,125,0.025,digital color photograph,"Bruijn, Hans de",2008,photograph
239470,10636718,200,136,0.027,digital color photograph,"Bruijn, Hans de",2009,photograph
239471,10636719,200,134,0.027,digital color photograph,"Bruijn, Hans de",2009,photograph
239473,10636720,135,200,0.027,digital color photograph,"Bruijn, Hans de",2008,photograph
239475,10636721,200,200,0.04,digital color photograph,"Bruijn, Hans de",2008,photograph
239476,10636722,136,201,0.027,digital color photograph,"Bruijn, Hans de",2010,photograph
239477,10636723,201,133,0.027,digital color photograph,"Bruijn, Hans de",2010,photograph
239479,10636724,200,201,0.04,digital color photograph,"Bruijn, Hans de",2009,photograph
239480,10636725,201,118,0.024,digital color photograph,"Bruijn, Hans de",2009,photograph
239481,10636726,200,130,0.026,digital color photograph,"Bruijn, Hans de",2009,photograph
239482,10636727,201,200,0.04,digital color photograph,"Bruijn, Hans de",2008,photograph
239484,10636728,200,134,0.027,digital color photograph,"Bruijn, Hans de",2008,photograph
239486,10636729,200,137,0.027,digital color photograph,"Bruijn, Hans de",2008,photograph
239489,10636730,200,201,0.04,digital color photograph,"Bruijn, Hans de",2008,photograph
239560,10636747,200,136,0.027,digital color photograph,"Bruijn, Hans de",2008,photograph
239561,10636748,201,136,0.027,digital color photograph,"Bruijn, Hans de",2008,photograph
239565,10636752,201,106,0.021,digital color photograph,"Bruijn, Hans de",2009,photograph
239566,10636756,200,200,0.04,digital color photograph,"Bruijn, Hans de",2010,photograph
239568,10636757,201,134,0.027,digital color photograph,"Bruijn, Hans de",2009,photograph
239570,10636759,200,133,0.027,digital color photograph,"Bruijn, Hans de",2009,photograph
239572,10636760,201,134,0.027,digital color photograph,"Bruijn, Hans de",2010,photograph
239577,10636762,201,132,0.027,digital color photograph,"Bruijn, Hans de",2010,photograph
239581,10636764,201,126,0.025,digital color photograph,"Bruijn, Hans de",2009,photograph
239582,10636767,200,200,0.04,digital color photograph,"Bruijn, Hans de",2012,photograph
239583,10636768,200,201,0.04,digital color photograph,"Bruijn, Hans de",2012,photograph
239584,10636769,201,131,0.026,digital color photograph,"Bruijn, Hans de",2012,photograph
239586,10636771,200,201,0.04,digital color photograph,"Bruijn, Hans de",2012,photograph
239595,10636775,201,133,0.027,digital color photograph,"Bruijn, Hans de",2009,photograph
239596,10636780,133,201,0.027,digital color photograph,"Bruijn, Hans de",2009,photograph
239599,10636781,200,133,0.027,digital color photograph,"Bruijn, Hans de",2009,photograph
239614,10636782,200,200,0.04,digital color photograph,"Bruijn, Hans de",2009,photograph
239615,10636785,201,133,0.027,digital color photograph,"Bruijn, Hans de",2009,photograph
239617,10636786,200,134,0.027,digital color photograph,"Bruijn, Hans de",2008,photograph
239618,10636787,201,134,0.027,digital color photograph,"Bruijn, Hans de",2008,photograph
239620,10636788,200,133,0.027,digital color photograph,"Bruijn, Hans de",2008,photograph
239623,10636792,201,143,0.029,digital color photograph,"Bruijn, Hans de",2012,photograph
239625,10636793,200,146,0.029,digital color photograph,"Bruijn, Hans de",2012,photograph
239628,10636794,200,108,0.022,digital color photograph,"Bruijn, Hans de",2012,photograph
239629,10636795,200,124,0.025,digital color photograph,"Bruijn, Hans de",2012,photograph
239661,10636823,200,162,0.032,digital color photograph,"Bruijn, Hans de",2008,photograph
239663,10636824,200,134,0.027,digital color photograph,"Bruijn, Hans de",2008,photograph
239664,10636825,200,194,0.039,digital color photograph,"Bruijn, Hans de",2008,photograph
239665,10636826,201,123,0.025,digital color photograph,"Bruijn, Hans de",2008,photograph
239666,10636827,201,136,0.027,digital color photograph,"Bruijn, Hans de",2011,photograph
240762,10637660,134,201,0.027,digital color photograph,"Breukel, Koos",2013,photograph
241764,10638535,201,139,0.028,digital color photograph,"Bruijn, Hans de",2008,photograph
241770,10638538,201,126,0.025,digital color photograph,"Bruijn, Hans de",2008,photograph
241838,10638581,200,200,0.04,digital color photograph,"Bruijn, Hans de",2009,photograph
241841,10638584,200,137,0.027,digital color photograph,"Bruijn, Hans de",2008,photograph
241843,10638587,201,134,0.027,digital color photograph,"Bruijn, Hans de",2008,photograph
241846,10638589,201,129,0.026,digital color photograph,"Bruijn, Hans de",2008,photograph
241849,10638592,200,95,0.019,digital color photograph,"Bruijn, Hans de",2008,photograph
241852,10638594,200,200,0.04,digital color photograph,"Bruijn, Hans de",2008,photograph
241853,10638595,200,133,0.027,digital color photograph,"Bruijn, Hans de",2008,photograph
241863,10638604,200,101,0.02,digital color photograph,"Bruijn, Hans de",2008,photograph
241866,10638605,201,200,0.04,digital color photograph,"Bruijn, Hans de",2008,photograph
241868,10638607,201,134,0.027,digital color photograph,"Bruijn, Hans de",2008,photograph
241869,10638608,201,134,0.027,digital color photograph,"Bruijn, Hans de",2008,photograph
241875,10638612,200,133,0.027,digital color photograph,"Bruijn, Hans de",2008,photograph
241878,10638613,200,133,0.027,digital color photograph,"Bruijn, Hans de",2008,photograph
241879,10638614,201,127,0.026,digital color photograph,"Bruijn, Hans de",2008,photograph
241971,10638736,200,147,0.029,digital color photograph,"Bruijn, Hans de",2011,photograph
241972,10638738,201,199,0.04,digital color photograph,"Bruijn, Hans de",2011,photograph
241973,10638739,200,88,0.018,digital color photograph,"Bruijn, Hans de",2011,photograph
241977,10638740,200,132,0.026,digital color photograph,"Bruijn, Hans de",2009,photograph
241978,10638741,200,200,0.04,digital color photograph,"Bruijn, Hans de",2009,photograph
241979,10638743,200,127,0.025,digital color photograph,"Bruijn, Hans de",2009,photograph
241980,10638744,130,201,0.026,digital color photograph,"Bruijn, Hans de",2009,photograph
241981,10638745,201,112,0.023,digital color photograph,"Bruijn, Hans de",2009,photograph
241984,10638748,200,132,0.026,digital color photograph,"Bruijn, Hans de",2010,photograph
241985,10638749,200,201,0.04,digital color photograph,"Bruijn, Hans de",2009,photograph
241987,10638750,200,133,0.027,digital color photograph,"Bruijn, Hans de",2010,photograph
241996,10638753,200,131,0.026,digital color photograph,"Bruijn, Hans de",2008,photograph
241999,10638757,200,133,0.027,digital color photograph,"Bruijn, Hans de",2008,photograph
242000,10638758,200,129,0.026,digital color photograph,"Bruijn, Hans de",2008,photograph
242007,10638759,200,119,0.024,digital color photograph,"Bruijn, Hans de",2009,photograph
242011,10638762,137,200,0.027,digital color photograph,"Bruijn, Hans de",2008,photograph
242015,10638765,200,132,0.026,digital color photograph,"Bruijn, Hans de",2008,photograph
242018,10638767,133,201,0.027,digital color photograph,"Bruijn, Hans de",2008,photograph
242022,10638769,201,189,0.038,digital color photograph,"Bruijn, Hans de",2008,photograph
242024,10638770,201,133,0.027,digital color photograph,"Bruijn, Hans de",2008,photograph
242033,10638776,137,200,0.027,digital color photograph,"Bruijn, Hans de",2008,photograph
242034,10638778,200,133,0.027,digital color photograph,"Bruijn, Hans de",2008,photograph
242035,10638781,134,200,0.027,digital color photograph,"Bruijn, Hans de",2008,photograph
242041,10638784,200,134,0.027,digital color photograph,"Bruijn, Hans de",2009,photograph
242044,10638786,200,133,0.027,digital color photograph,"Bruijn, Hans de",2009,photograph
242049,10638791,201,133,0.027,digital color photograph,"Bruijn, Hans de",2008,photograph
242050,10638792,133,201,0.027,digital color photograph,"Bruijn, Hans de",2008,photograph
242053,10638795,200,107,0.021,digital color photograph,"Bruijn, Hans de",2009,photograph
242055,10638797,200,134,0.027,digital color photograph,"Bruijn, Hans de",2009,photograph
242058,10638799,141,200,0.028,digital color photograph,"Bruijn, Hans de",2009,photograph
242065,10638801,200,102,0.02,digital color photograph,"Bruijn, Hans de",2008,photograph
242066,10638802,200,133,0.027,digital color photograph,"Bruijn, Hans de",2008,photograph
242067,10638803,200,148,0.03,digital color photograph,"Bruijn, Hans de",2008,photograph
242110,10638833,201,201,0.04,digital color photograph,"Bruijn, Hans de",2008,photograph
242111,10638835,201,133,0.027,digital color photograph,"Bruijn, Hans de",2008,photograph
242112,10638836,200,113,0.023,digital color photograph,"Bruijn, Hans de",2008,photograph
242114,10638837,201,133,0.027,digital color photograph,"Bruijn, Hans de",2008,photograph
242117,10638841,200,121,0.024,digital color photograph,"Bruijn, Hans de",2009,photograph
242118,10638842,201,140,0.028,digital color photograph,"Bruijn, Hans de",2013,photograph
242119,10638843,133,200,0.027,digital color photograph,"Bruijn, Hans de",2013,photograph
242123,10638844,201,133,0.027,digital color photograph,"Bruijn, Hans de",2009,photograph
242126,10638846,200,134,0.027,digital color photograph,"Bruijn, Hans de",2009,photograph
242129,10638847,200,103,0.021,digital color photograph,"Bruijn, Hans de",2008,photograph
242130,10638848,200,134,0.027,digital color photograph,"Bruijn, Hans de",2008,photograph
242131,10638850,200,130,0.026,digital color photograph,"Bruijn, Hans de",2008,photograph
242137,10638851,201,201,0.04,digital color photograph,"Bruijn, Hans de",2008,photograph
242143,10638854,200,116,0.023,digital color photograph,"Bruijn, Hans de",2008,photograph
242144,10638855,200,142,0.028,digital color photograph,"Bruijn, Hans de",2008,photograph
242215,10639001,200,201,0.04,digital color photograph,"Bruijn, Hans de",2010,photograph
242216,10639002,200,133,0.027,digital color photograph,"Bruijn, Hans de",2010,photograph
242218,10639003,200,133,0.027,digital color photograph,"Bruijn, Hans de",2013,photograph
242219,10639004,146,200,0.029,digital color photograph,"Bruijn, Hans de",2013,photograph
242221,10639005,133,200,0.027,digital color photograph,"Bruijn, Hans de",2009,photograph
242223,10639008,201,134,0.027,digital color photograph,"Bruijn, Hans de",2009,photograph
242224,10639010,201,160,0.032,digital color photograph,"Bruijn, Hans de",2010,photograph
242225,10639012,201,125,0.025,digital color photograph,"Bruijn, Hans de",2010,photograph
242227,10639013,201,133,0.027,digital color photograph,"Bruijn, Hans de",2010,photograph
242228,10639014,200,136,0.027,digital color photograph,"Bruijn, Hans de",2009,photograph
242230,10639015,201,158,0.032,digital color photograph,"Bruijn, Hans de",2012,photograph
242231,10639017,201,201,0.04,digital color photograph,"Bruijn, Hans de",2012,photograph
242232,10639018,200,186,0.037,digital color photograph,"Bruijn, Hans de",2012,photograph
242233,10639019,200,201,0.04,digital color photograph,"Bruijn, Hans de",2009,photograph
242234,10639021,201,104,0.021,digital color photograph,"Bruijn, Hans de",2009,photograph
242237,10639022,200,127,0.025,digital color photograph,"Bruijn, Hans de",2010,photograph
242238,10639023,200,108,0.022,digital color photograph,"Bruijn, Hans de",2010,photograph
242240,10639025,201,147,0.03,digital color photograph,"Bruijn, Hans de",2011,photograph
242242,10639028,201,200,0.04,digital color photograph,"Bruijn, Hans de",2011,photograph
242243,10639030,200,133,0.027,digital color photograph,"Bruijn, Hans de",2011,photograph
242244,10639033,133,201,0.027,digital color photograph,"Bruijn, Hans de",2011,photograph
242245,10639036,135,201,0.027,digital color photograph,"Bruijn, Hans de",2011,photograph
242247,10639040,201,130,0.026,digital color photograph,"Bruijn, Hans de",2010,photograph
242248,10639041,201,201,0.04,digital color photograph,"Bruijn, Hans de",2010,photograph
242251,10639043,201,133,0.027,digital color photograph,"Bruijn, Hans de",2011,photograph
242252,10639046,200,200,0.04,digital color photograph,"Bruijn, Hans de",2011,photograph
242258,10639051,201,116,0.023,digital color photograph,"Bruijn, Hans de",2011,photograph
242260,10639052,200,133,0.027,digital color photograph,"Bruijn, Hans de",2011,photograph
242263,10639053,201,133,0.027,digital color photograph,"Bruijn, Hans de",2011,photograph
242264,10639054,200,116,0.023,digital color photograph,"Bruijn, Hans de",2011,photograph
242266,10639055,200,134,0.027,digital color photograph,"Bruijn, Hans de",2011,photograph
242267,10639057,201,133,0.027,digital color photograph,"Bruijn, Hans de",2011,photograph
242310,10639099,199,201,0.04,digital color photograph,"Bruijn, Hans de",2012,photograph
242311,10639100,200,141,0.028,digital color photograph,"Bruijn, Hans de",2012,photograph
