priref,lref,width,height,megapixels,soort,artist_name,date,objectcat
243775,9309910,141,200,0.028,black and white photograph,"Kraan, Helena van der",1992,photograph
243778,9309911,139,200,0.028,black and white photograph,"Kraan, Helena van der",1993,photograph
243792,9309912,144,200,0.029,black and white photograph,"Kraan, Helena van der",1987,photograph
243793,9309913,135,200,0.027,black and white photograph,"Kraan, Helena van der",2012,photograph
243795,9309914,148,200,0.03,black and white photograph,"Kraan, Helena van der",1991,photograph
243797,9309915,148,200,0.03,black and white photograph,"Kraan, Helena van der",1991,photograph
243801,9309916,146,201,0.029,black and white photograph,"Kraan, Helena van der",1990,photograph
243804,9309917,144,201,0.029,black and white photograph,"Kraan, Helena van der",2005,photograph
243807,9309918,137,200,0.027,black and white photograph,"Kraan, Helena van der",1990,photograph
243809,9309919,144,201,0.029,black and white photograph,"Kraan, Helena van der",1990,photograph
243811,9309920,145,201,0.029,black and white photograph,"Kraan, Helena van der",1990,photograph
243812,9309921,143,201,0.029,black and white photograph,"Kraan, Helena van der",2001,photograph
243813,9309922,138,201,0.028,black and white photograph,"Kraan, Helena van der",1991,photograph
243816,9309923,148,201,0.03,black and white photograph,"Kraan, Helena van der",1991,photograph
243943,9309924,145,201,0.029,black and white photograph,"Kraan, Helena van der",1991,photograph
243944,9309926,142,200,0.028,black and white photograph,"Kraan, Helena van der",1994,photograph
243950,9309928,148,201,0.03,black and white photograph,"Kraan, Helena van der",1993,photograph
243952,9309927,141,200,0.028,black and white photograph,"Kraan, Helena van der",1993,photograph
243963,9309973,150,200,0.03,black and white photograph,"Kraan, Helena van der",1981,photograph
243965,9309925,148,201,0.03,black and white photograph,"Kraan, Helena van der",1988,photograph
243967,9309977,201,138,0.028,black and white photograph,"Kraan, Helena van der",1984,photograph
243974,9309984,201,157,0.032,black and white photograph,"Kraan, Helena van der",1980,photograph
243978,9309985,200,158,0.032,black and white photograph,"Kraan, Helena van der",1985,photograph
243982,9309986,157,201,0.032,black and white photograph,"Kraan, Helena van der",1985,photograph
243983,9309988,201,158,0.032,black and white photograph,"Kraan, Helena van der",1985,photograph
243985,9309989,201,160,0.032,black and white photograph,"Kraan, Helena van der",1985,photograph
243987,9309990,201,159,0.032,black and white photograph,"Kraan, Helena van der",1985,photograph
243989,9309991,201,150,0.03,black and white photograph,"Kraan, Helena van der",1983-11-13,photograph
243992,9309992,200,161,0.032,black and white photograph,"Kraan, Helena van der",1981,photograph
243994,9309994,200,156,0.031,black and white photograph,"Kraan, Helena van der",1982-08,photograph
244009,9309995,200,161,0.032,black and white photograph,"Kraan, Helena van der",1975,photograph
244014,9309996,201,158,0.032,black and white photograph,"Kraan, Helena van der",1980,photograph
244016,9309993,155,200,0.031,black and white photograph,"Kraan, Helena van der",1988,photograph
244019,9309998,160,201,0.032,black and white photograph,"Kraan, Helena van der",1988,photograph
244020,9309999,152,200,0.03,black and white photograph,"Kraan, Helena van der",1988,photograph
244021,9310000,160,200,0.032,black and white photograph,"Kraan, Helena van der",1988,photograph
244023,9310001,201,157,0.032,black and white photograph,"Kraan, Helena van der",1981-02-15,photograph
244027,9310002,200,157,0.031,black and white photograph,"Kraan, Helena van der",1981,photograph
244029,9310003,154,200,0.031,black and white photograph,"Kraan, Helena van der",1988,photograph
244033,9310004,200,159,0.032,black and white photograph,"Kraan, Helena van der",1980-07,photograph
244036,9310006,200,157,0.031,black and white photograph,"Kraan, Helena van der",1985,photograph
244037,9310009,149,200,0.03,black and white photograph,"Kraan, Helena van der",1985,photograph
244383,9310010,149,200,0.03,black and white photograph,"Kraan, Helena van der",1985,photograph
244384,9310007,201,157,0.032,black and white photograph,"Kraan, Helena van der",1981-02-15,photograph
244386,9309987,157,201,0.032,black and white photograph,"Kraan, Helena van der",1990,photograph
244388,9310005,200,162,0.032,black and white photograph,"Kraan, Helena van der",1982-02,photograph
244389,9309997,200,160,0.032,black and white photograph,"Kraan, Helena van der",1979-12-31,photograph
244390,9310008,200,159,0.032,black and white photograph,"Kraan, Helena van der",1981-02-15,photograph
244401,10640781,133,200,0.027,BD/Digital Collection,"Puikkonen, Jussi",2010,photograph
244405,10640783,151,200,0.03,BD/Digital Collection,"Puikkonen, Jussi",2010,photograph
244406,10640784,150,200,0.03,BD/Digital Collection,"Puikkonen, Jussi",2010,photograph
244894,10641167,200,133,0.027,digital black-and-white photograph,"Mentzel, Vincent",2002,photograph
244904,10641173,201,173,0.035,digital color photograph,"Mentzel, Vincent",2005,photograph
244905,10641174,133,201,0.027,digital color photograph,"Mentzel, Vincent",2005,photograph
244907,10641175,201,130,0.026,digital black-and-white photograph,"Mentzel, Vincent",1980,photograph
244914,10641179,134,200,0.027,digital color photograph,"Mentzel, Vincent",1979,photograph
244920,10641186,200,131,0.026,digital black-and-white photograph,"Mentzel, Vincent",1979,photograph
244921,10641187,201,128,0.026,digital color photograph,"Mentzel, Vincent",2000,photograph
244922,10641188,133,201,0.027,digital black-and-white photograph,"Mentzel, Vincent",1993,photograph
244923,10641189,135,200,0.027,digital black-and-white photograph,"Mentzel, Vincent",1993,photograph
244925,10641190,200,133,0.027,digital black-and-white photograph,"Mentzel, Vincent",1993,photograph
244927,10641192,153,200,0.031,digital color photograph,"Mentzel, Vincent",2005,photograph
244928,10641194,138,200,0.028,digital black-and-white photograph,"Mentzel, Vincent",1995,photograph
244935,10641197,200,200,0.04,digital black-and-white photograph,"Mentzel, Vincent",1996,photograph
244940,10641201,200,130,0.026,digital black-and-white photograph,"Mentzel, Vincent",1985,photograph
244947,10641206,201,134,0.027,digital black-and-white photograph,"Mentzel, Vincent",1997,photograph
244950,10641209,140,201,0.028,digital black-and-white photograph,"Mentzel, Vincent",1991,photograph
244951,10641212,132,200,0.026,digital black-and-white photograph,"Mentzel, Vincent",1991,photograph
244958,10641222,201,136,0.027,digital black-and-white photograph,"Mentzel, Vincent",1997,photograph
244960,10641225,200,133,0.027,digital color photograph,"Mentzel, Vincent",1994,photograph
244963,10641228,200,135,0.027,digital color photograph,"Mentzel, Vincent",1993,photograph
244966,10641235,161,201,0.032,digital color photograph,"Mentzel, Vincent",2000,photograph
244969,10641237,154,200,0.031,digital black-and-white photograph,"Mentzel, Vincent",1991,photograph
244972,10641241,138,200,0.028,digital black-and-white photograph,"Mentzel, Vincent",1995,photograph
244974,10641242,200,140,0.028,digital black-and-white photograph,"Mentzel, Vincent",2002,photograph
244975,10641243,134,201,0.027,digital color photograph,"Mentzel, Vincent",2002,photograph
245061,10641320,129,200,0.026,digital color photograph,"Mentzel, Vincent",2008,photograph
245062,10641321,134,201,0.027,digital color photograph,"Mentzel, Vincent",2008,photograph
245063,10641323,134,201,0.027,digital color photograph,"Mentzel, Vincent",2008,photograph
245066,10641325,134,200,0.027,digital color photograph,"Mentzel, Vincent",2010,photograph
245067,10641327,200,201,0.04,digital black-and-white photograph,"Mentzel, Vincent",1999,photograph
245068,10641328,138,201,0.028,digital black-and-white photograph,"Mentzel, Vincent",1971,photograph
245075,10641337,200,143,0.029,digital black-and-white photograph,"Mentzel, Vincent",1975,photograph
245076,10641338,135,200,0.027,digital black-and-white photograph,"Mentzel, Vincent",1996,photograph
245078,10641339,139,200,0.028,digital black-and-white photograph,"Mentzel, Vincent",2010,photograph
245080,10641341,199,201,0.04,digital black-and-white photograph,"Mentzel, Vincent",1996,photograph
245082,10641344,201,134,0.027,digital color photograph,"Mentzel, Vincent",2007,photograph
245083,10641345,201,134,0.027,digital color photograph,"Mentzel, Vincent",2007,photograph
245084,10641346,200,183,0.037,digital color photograph,"Mentzel, Vincent",2007,photograph
245085,10641348,134,201,0.027,digital color photograph,"Mentzel, Vincent",2007,photograph
245088,10641350,201,134,0.027,digital color photograph,"Mentzel, Vincent",2007,photograph
245089,10641352,134,201,0.027,digital color photograph,"Mentzel, Vincent",2007,photograph
245090,10641354,201,201,0.04,digital black-and-white photograph,"Mentzel, Vincent",1970,photograph
245091,10641355,159,200,0.032,digital black-and-white photograph,"Mentzel, Vincent",1970,photograph
245093,10641357,136,201,0.027,digital black-and-white photograph,"Mentzel, Vincent",1988,photograph
245094,10641358,136,201,0.027,digital black-and-white photograph,"Mentzel, Vincent",1988,photograph
245098,10641360,198,200,0.04,digital black-and-white photograph,"Mentzel, Vincent",1970,photograph
245105,10641366,201,170,0.034,digital black-and-white photograph,"Mentzel, Vincent",1987,photograph
245107,10641367,201,138,0.028,digital color photograph,"Mentzel, Vincent",1984,photograph
245108,10641369,200,136,0.027,digital color photograph,"Mentzel, Vincent",1979,photograph
245526,10208047,134,200,0.027,digital color photograph,"Breukel, Koos",2008,photograph
245533,10208060,134,201,0.027,digital color photograph,"Breukel, Koos",2008,photograph
245631,10208063,134,201,0.027,digital color photograph,"Breukel, Koos",2008,photograph
245638,10208069,134,201,0.027,digital color photograph,"Breukel, Koos",2008,photograph
245641,10208070,134,201,0.027,digital color photograph,"Breukel, Koos",2008,photograph
245646,10208071,134,201,0.027,digital color photograph,"Breukel, Koos",2008,photograph
245648,10208072,134,201,0.027,digital color photograph,"Breukel, Koos",2008,photograph
245652,10208075,134,201,0.027,digital color photograph,"Breukel, Koos",2008,photograph
245653,10208076,134,201,0.027,digital color photograph,"Breukel, Koos",2008,photograph
245656,10208077,134,201,0.027,digital color photograph,"Breukel, Koos",2008,photograph
245665,10208078,134,201,0.027,digital color photograph,"Breukel, Koos",2008,photograph
245684,10208079,134,201,0.027,digital color photograph,"Breukel, Koos",2008,photograph
245687,10208080,134,201,0.027,digital color photograph,"Breukel, Koos",2008,photograph
245688,10208081,134,201,0.027,digital color photograph,"Breukel, Koos",2008,photograph
245689,10208082,134,201,0.027,digital color photograph,"Breukel, Koos",2008,photograph
245694,10208083,134,201,0.027,digital color photograph,"Breukel, Koos",2008,photograph
245698,10208084,134,201,0.027,digital color photograph,"Breukel, Koos",2008,photograph
245731,10208085,134,201,0.027,digital color photograph,"Breukel, Koos",2008,photograph
245735,10208086,134,201,0.027,digital color photograph,"Breukel, Koos",2008,photograph
245739,10208088,134,201,0.027,digital color photograph,"Breukel, Koos",2008,photograph
245743,10208089,134,201,0.027,digital color photograph,"Breukel, Koos",2008,photograph
245746,10208090,134,201,0.027,digital color photograph,"Breukel, Koos",2008,photograph
245748,10208092,134,201,0.027,digital color photograph,"Breukel, Koos",2008,photograph
245749,10208093,134,201,0.027,digital color photograph,"Breukel, Koos",2008,photograph
245754,10208094,134,201,0.027,digital color photograph,"Breukel, Koos",2008,photograph
245756,10208095,134,201,0.027,digital color photograph,"Breukel, Koos",2008,photograph
245758,10208096,134,201,0.027,digital color photograph,"Breukel, Koos",2008,photograph
245759,10208097,134,201,0.027,digital color photograph,"Breukel, Koos",2008,photograph
245761,10208098,134,201,0.027,digital color photograph,"Breukel, Koos",2008,photograph
245762,10208099,134,201,0.027,digital color photograph,"Breukel, Koos",2008,photograph
245939,10208100,134,201,0.027,digital color photograph,"Breukel, Koos",2008,photograph
245944,10208101,134,201,0.027,digital color photograph,"Breukel, Koos",2008,photograph
245947,10208102,134,201,0.027,digital color photograph,"Breukel, Koos",2008,photograph
245948,10208103,134,201,0.027,digital color photograph,"Breukel, Koos",2008,photograph
245950,10208104,134,201,0.027,digital color photograph,"Breukel, Koos",2008,photograph
245951,10208105,134,201,0.027,digital color photograph,"Breukel, Koos",2008,photograph
245952,10208106,134,201,0.027,digital color photograph,"Breukel, Koos",2008,photograph
245954,10208107,134,201,0.027,digital color photograph,"Breukel, Koos",2008,photograph
245958,10208108,134,201,0.027,digital color photograph,"Breukel, Koos",2008,photograph
246021,10208073,134,201,0.027,digital color photograph,"Breukel, Koos",2008,photograph
246022,10208068,134,201,0.027,digital color photograph,"Breukel, Koos",2008,photograph
246024,10208074,134,201,0.027,digital color photograph,"Breukel, Koos",2008,photograph
246026,10208091,134,201,0.027,digital color photograph,"Breukel, Koos",2008,photograph
246027,10208050,134,201,0.027,digital color photograph,"Breukel, Koos",2008,photograph
246028,10208058,151,201,0.03,digital color photograph,"Breukel, Koos",2008,photograph
246029,10208061,150,201,0.03,digital color photograph,"Breukel, Koos",2010,photograph
246035,10208049,130,201,0.026,digital color photograph,"Breukel, Koos",2012,photograph
246038,10208048,161,201,0.032,digital color photograph,"Breukel, Koos",1996,photograph
246040,10208054,157,200,0.031,digital color photograph,"Breukel, Koos",2004,photograph
246042,10208053,200,158,0.032,digital color photograph,"Breukel, Koos",1998,photograph
246043,10208064,158,200,0.032,digital color photograph,"Breukel, Koos",1998,photograph
246044,10208062,158,200,0.032,digital color photograph,"Breukel, Koos",2004,photograph
246047,10208066,159,200,0.032,digital color photograph,"Breukel, Koos",2004,photograph
246048,10208065,161,201,0.032,digital color photograph,"Breukel, Koos",2005,photograph
246166,10208057,157,200,0.031,digital color photograph,"Breukel, Koos",2005,photograph
246167,10208051,158,200,0.032,digital color photograph,"Breukel, Koos",1994,photograph
246168,10208059,189,200,0.038,digital color photograph,"Breukel, Koos",2004,photograph
246170,10208067,150,201,0.03,digital color photograph,"Breukel, Koos",2010,photograph
246172,10208055,151,201,0.03,digital color photograph,"Breukel, Koos",1995,photograph
246173,10208052,145,201,0.029,digital color photograph,"Breukel, Koos",1995,photograph
246174,10208056,151,201,0.03,digital color photograph,"Breukel, Koos",1995,photograph
246453,9309892,200,138,0.028,black and white photograph,"Kraan, Helena van der",1991,photograph
247817,10643777,203,500,0.102,black and white photograph,"Israels, Isaac",1878,painting
248576,10644542,200,142,0.028,black and white photograph,"Boersma, Pieter (fotograaf)",1971-02,photograph
248642,10644592,200,148,0.03,black and white photograph,"Boersma, Pieter (fotograaf)",1980-11,photograph
248643,10644593,200,145,0.029,black and white photograph,"Boersma, Pieter (fotograaf)",1980-01,photograph
248644,10644594,201,148,0.03,black and white photograph,"Boersma, Pieter (fotograaf)",1981-11,photograph
248645,10644596,200,168,0.034,black and white photograph,"Boersma, Pieter (fotograaf)",1980-10,photograph
248649,10644607,201,148,0.03,black and white photograph,"Boersma, Pieter (fotograaf)",1979-12,photograph
248651,10644608,200,148,0.03,black and white photograph,"Boersma, Pieter (fotograaf)",1978-02,photograph
248785,10644776,200,162,0.032,black and white photograph,"Boersma, Pieter (fotograaf)",1979-12,photograph
248788,10644778,201,151,0.03,BD/RKD/1640 - MHK/The Netherlands/Artist's Portraits,"Boersma, Pieter (fotograaf)",1984-02,photograph
248792,10644783,159,200,0.032,BD/RKD/1640 - MHK/The Netherlands/Artist's Portraits,"Boersma, Pieter (fotograaf)",1984-01,photograph
248814,10644810,200,150,0.03,BD/RKD/1640 - MHK/The Netherlands/Artist's Portraits,"Boersma, Pieter (fotograaf)",1984-02,photograph
248817,10644811,201,164,0.033,BD/RKD/1640 - MHK/The Netherlands/Artist's Portraits,"Boersma, Pieter (fotograaf)",1978-12,photograph
248822,10644813,160,200,0.032,BD/RKD/1640 - MHK/The Netherlands/Artist's Portraits,"Boersma, Pieter (fotograaf)",1979-10,photograph
248824,10644816,155,200,0.031,BD/RKD/1640 - MHK/The Netherlands/Artist's Portraits,"Boersma, Pieter (fotograaf)",1979-10,photograph
248825,10644820,200,146,0.029,BD/RKD/1640 - MHK/The Netherlands/Artist's Portraits,"Boersma, Pieter (fotograaf)",1978-12,photograph
248839,10644845,201,148,0.03,BD/RKD/1640 - MHK/The Netherlands/Artist's Portraits,"Boersma, Pieter (fotograaf)",1979-10,photograph
248843,10644847,200,140,0.028,BD/RKD/1640 - MHK/The Netherlands/Artist's Portraits,"Boersma, Pieter (fotograaf)",1972,photograph
248858,10644853,200,142,0.028,BD/RKD/1640 - MHK/The Netherlands/Artist's Portraits,"Boersma, Pieter (fotograaf)",1981-09,photograph
248860,10644854,200,142,0.028,BD/RKD/1640 - MHK/The Netherlands/Artist's Portraits,"Boersma, Pieter (fotograaf)",1981-09,photograph
248869,10644858,200,141,0.028,black and white photograph,"Boersma, Pieter (fotograaf)",1980-07,photograph
248950,10644916,157,200,0.031,black and white photograph,"Boersma, Pieter (fotograaf)",1983-11,photograph
248952,10644920,200,141,0.028,black and white photograph,"Boersma, Pieter (fotograaf)",1980-07,photograph
248961,10644923,200,137,0.027,digital color photograph,"Koster, Nico",1983,photograph
248967,10644926,156,201,0.031,black and white photograph,"Boersma, Pieter (fotograaf)",1976,photograph
248980,10644931,200,147,0.029,black and white photograph,"Boersma, Pieter (fotograaf)",1976,photograph
249053,10904082,150,200,0.03,BD/Digital Collection,"Kruseman, Cornelis",1835,painting
249247,10645129,200,143,0.029,black and white photograph,"Boersma, Pieter (fotograaf)",1979,photograph
249248,10645131,147,200,0.029,black and white photograph,"Boersma, Pieter (fotograaf)",1979-03,photograph
249252,10645136,157,200,0.031,black and white photograph,"Boersma, Pieter (fotograaf)",1979-02,photograph
249256,10645141,201,141,0.028,black and white photograph,"Boersma, Pieter (fotograaf)",1980-09,photograph
249260,10645152,200,142,0.028,black and white photograph,"Boersma, Pieter (fotograaf)",1980-09,photograph
249262,10645155,201,145,0.029,black and white photograph,"Boersma, Pieter (fotograaf)",1969,photograph
249277,10645171,200,140,0.028,black and white photograph,"Boersma, Pieter (fotograaf)",1984-02,photograph
249279,10645175,157,200,0.031,black and white photograph,"Boersma, Pieter (fotograaf)",1984-02,photograph
249280,10645176,200,140,0.028,black and white photograph,"Boersma, Pieter (fotograaf)",1984-02,photograph
249337,10645219,200,138,0.028,black and white photograph,"Boersma, Pieter (fotograaf)",1976-10,photograph
249340,10645223,200,138,0.028,black and white photograph,"Boersma, Pieter (fotograaf)",1976-10,photograph
249593,10645483,201,133,0.027,digital black-and-white photograph,"Koster, Nico",1967,photograph
249594,10645445,133,201,0.027,digital black-and-white photograph,"Koster, Nico",1967,photograph
249602,10645469,201,152,0.031,digital black-and-white photograph,"Koster, Nico",1967,photograph
249631,10208434,200,160,0.032,digital black-and-white photograph,"Koster, Nico",1967,photograph
249644,10208533,134,200,0.027,digital black-and-white photograph,"Koster, Nico",1980,photograph
249647,10208615,201,139,0.028,digital black-and-white photograph,"Koster, Nico",1967,photograph
249651,10208594,201,136,0.027,digital black-and-white photograph,"Koster, Nico",1967,photograph
249654,10208595,201,170,0.034,digital black-and-white photograph,"Koster, Nico",1967,photograph
249658,10208636,134,200,0.027,digital black-and-white photograph,"Koster, Nico",1970,photograph
249661,10208453,201,150,0.03,digital black-and-white photograph,"Koster, Nico",1967,photograph
249666,10208474,201,201,0.04,digital black-and-white photograph,"Koster, Nico",1967,photograph
249667,10208475,200,181,0.036,digital black-and-white photograph,"Koster, Nico",1967,photograph
249668,10208477,164,201,0.033,digital black-and-white photograph,"Koster, Nico",1967,photograph
249670,10208547,201,201,0.04,digital black-and-white photograph,"Koster, Nico",1967,photograph
249675,10208590,200,166,0.033,digital black-and-white photograph,"Koster, Nico",1967,photograph
249676,10208592,201,170,0.034,digital black-and-white photograph,"Koster, Nico",1967,photograph
249677,10208596,201,201,0.04,digital black-and-white photograph,"Koster, Nico",1967,photograph
249678,10208597,201,132,0.027,digital black-and-white photograph,"Koster, Nico",1967,photograph
249759,10208599,201,134,0.027,digital black-and-white photograph,"Koster, Nico",1967,photograph
249761,10208614,200,168,0.034,digital black-and-white photograph,"Koster, Nico",1967,photograph
249765,10208635,201,134,0.027,digital black-and-white photograph,"Koster, Nico",1967,photograph
249766,10208653,134,200,0.027,digital black-and-white photograph,"Koster, Nico",1978,photograph
249771,10208637,201,134,0.027,digital black-and-white photograph,"Koster, Nico",1967,photograph
249773,10208670,165,200,0.033,digital black-and-white photograph,"Koster, Nico",1978,photograph
249775,10208678,201,167,0.034,digital black-and-white photograph,"Koster, Nico",1967,photograph
249776,10208696,200,132,0.026,digital black-and-white photograph,"Koster, Nico",1967,photograph
249777,10208699,200,123,0.025,digital black-and-white photograph,"Koster, Nico",1980,photograph
249785,10208458,200,169,0.034,digital black-and-white photograph,"Koster, Nico",1967,photograph
249787,10208507,201,201,0.04,digital color photograph,"Koster, Nico",1975,photograph
249788,10208508,172,201,0.035,digital color photograph,"Koster, Nico",1975,photograph
249790,10208651,161,200,0.032,digital black-and-white photograph,"Koster, Nico",1967,photograph
249791,10208652,201,201,0.04,digital black-and-white photograph,"Koster, Nico",1967,photograph
249792,10208720,200,135,0.027,digital black-and-white photograph,"Koster, Nico",1967,photograph
249793,10208721,201,134,0.027,digital black-and-white photograph,"Koster, Nico",1967,photograph
249905,10208746,201,201,0.04,digital color photograph,"Koster, Nico",1967,photograph
249906,10208747,201,201,0.04,digital color photograph,"Koster, Nico",1967,photograph
249907,10208748,200,156,0.031,digital black-and-white photograph,"Koster, Nico",1967,photograph
249909,10208749,149,200,0.03,digital black-and-white photograph,"Koster, Nico",1967,photograph
249910,10208750,201,139,0.028,digital black-and-white photograph,"Koster, Nico",1967,photograph
249917,10208511,200,132,0.026,digital black-and-white photograph,"Koster, Nico",1967,photograph
249921,10208515,200,132,0.026,digital black-and-white photograph,"Koster, Nico",1967,photograph
249924,10208522,201,134,0.027,digital black-and-white photograph,"Koster, Nico",1967,photograph
249926,10208523,201,135,0.027,digital black-and-white photograph,"Koster, Nico",1967,photograph
249929,10208524,136,201,0.027,digital black-and-white photograph,"Koster, Nico",1967,photograph
249930,10208525,201,132,0.027,digital black-and-white photograph,"Koster, Nico",1967,photograph
249931,10208527,201,154,0.031,digital black-and-white photograph,"Koster, Nico",1967,photograph
249952,10208447,201,147,0.03,digital black-and-white photograph,"Koster, Nico",1967,photograph
249954,10208456,201,133,0.027,digital black-and-white photograph,"Koster, Nico",1967,photograph
249955,10208539,201,201,0.04,digital color photograph,"Koster, Nico",1970,photograph
249956,10208540,201,201,0.04,digital color photograph,"Koster, Nico",1970,photograph
249958,10208616,135,200,0.027,digital black-and-white photograph,"Koster, Nico",1967,photograph
249959,10208675,201,170,0.034,digital black-and-white photograph,"Koster, Nico",1967,photograph
249960,10208676,200,137,0.027,digital black-and-white photograph,"Koster, Nico",1967,photograph
249975,10208685,201,134,0.027,digital color photograph,"Koster, Nico",1967,photograph
249976,10208686,201,185,0.037,digital color photograph,"Koster, Nico",1967,photograph
249979,10208687,201,134,0.027,digital color photograph,"Koster, Nico",1967,photograph
249980,10208688,134,201,0.027,digital color photograph,"Koster, Nico",1967,photograph
250070,10208449,134,201,0.027,digital black-and-white photograph,"Koster, Nico",1997,photograph
250071,10208450,200,120,0.024,digital black-and-white photograph,"Koster, Nico",1997,photograph
250072,10208593,200,166,0.033,digital black-and-white photograph,"Koster, Nico",1967,photograph
250073,10208598,201,166,0.033,digital black-and-white photograph,"Koster, Nico",1967,photograph
250075,10208629,201,134,0.027,digital black-and-white photograph,"Koster, Nico",1967,photograph
250076,10208737,200,167,0.033,digital black-and-white photograph,"Koster, Nico",1967,photograph
250078,10208736,200,167,0.033,digital black-and-white photograph,"Koster, Nico",1967,photograph
250082,10208649,201,167,0.034,digital black-and-white photograph,"Koster, Nico",1967,photograph
250089,10208647,201,201,0.04,digital black-and-white photograph,"Koster, Nico",1967,photograph
250090,10208648,200,164,0.033,digital black-and-white photograph,"Koster, Nico",1967,photograph
250455,10208700,200,134,0.027,digital black-and-white photograph,"Koster, Nico",1967,photograph
250458,10208691,201,134,0.027,digital black-and-white photograph,"Koster, Nico",1967,photograph
250733,10208448,200,134,0.027,digital black-and-white photograph,"Koster, Nico",1990,photograph
250734,10208682,134,200,0.027,digital black-and-white photograph,"Koster, Nico",1990,photograph
250736,10208684,200,134,0.027,digital black-and-white photograph,"Koster, Nico",1990,photograph
250737,10208559,201,134,0.027,digital color photograph,"Koster, Nico",1980,photograph
250739,10208613,200,134,0.027,digital black-and-white photograph,"Koster, Nico",1990,photograph
250744,10208668,201,137,0.028,digital black-and-white photograph,"Koster, Nico",1967,photograph
250745,10208669,201,134,0.027,digital black-and-white photograph,"Koster, Nico",1967,photograph
250747,10208728,201,131,0.026,digital black-and-white photograph,"Koster, Nico",1967,photograph
250749,10208729,201,134,0.027,digital black-and-white photograph,"Koster, Nico",1967,photograph
250751,10208730,201,134,0.027,digital black-and-white photograph,"Koster, Nico",1967,photograph
250753,10208731,201,134,0.027,digital black-and-white photograph,"Koster, Nico",1967,photograph
250758,10208708,201,134,0.027,digital color photograph,"Koster, Nico",1980,photograph
250761,10208715,201,134,0.027,digital black-and-white photograph,"Koster, Nico",1967,photograph
250762,10208716,200,137,0.027,digital black-and-white photograph,"Koster, Nico",1967,photograph
250848,10208549,201,201,0.04,digital black-and-white photograph,"Koster, Nico",1967,photograph
250849,10208550,200,163,0.033,digital black-and-white photograph,"Koster, Nico",1967,photograph
250850,10208551,200,132,0.026,digital black-and-white photograph,"Koster, Nico",1967,photograph
250851,10208552,201,134,0.027,digital black-and-white photograph,"Koster, Nico",1967,photograph
250853,10208554,197,200,0.039,digital black-and-white photograph,"Koster, Nico",1967,photograph
250854,10208555,200,135,0.027,digital black-and-white photograph,"Koster, Nico",1967,photograph
250875,10208460,200,134,0.027,digital black-and-white photograph,"Koster, Nico",1967,photograph
250884,10208461,147,200,0.029,digital black-and-white photograph,"Koster, Nico",1978,photograph
250887,10208463,134,200,0.027,digital black-and-white photograph,"Koster, Nico",1967,photograph
250888,10208466,200,132,0.026,digital black-and-white photograph,"Koster, Nico",1967,photograph
250890,10208467,157,201,0.032,digital black-and-white photograph,"Koster, Nico",1967,photograph
250891,10208468,201,201,0.04,digital black-and-white photograph,"Koster, Nico",1967,photograph
250892,10208469,201,150,0.03,digital black-and-white photograph,"Koster, Nico",1967,photograph
250893,10208470,201,150,0.03,digital black-and-white photograph,"Koster, Nico",1967,photograph
250895,10208471,201,188,0.038,digital black-and-white photograph,"Koster, Nico",1967,photograph
250933,10208530,133,200,0.027,digital color photograph,"Koster, Nico",1985,photograph
250936,10208531,200,135,0.027,digital black-and-white photograph,"Koster, Nico",1967,photograph
250941,10208701,201,132,0.027,digital color photograph,"Koster, Nico",1970,photograph
250945,10208509,140,200,0.028,digital color photograph,"Koster, Nico",1990,photograph
250951,10208516,198,200,0.04,digital black-and-white photograph,"Koster, Nico",1980,photograph
250952,10208517,201,131,0.026,digital black-and-white photograph,"Koster, Nico",1980,photograph
250970,10208722,200,153,0.031,digital black-and-white photograph,"Koster, Nico",1967,photograph
250974,10208723,201,134,0.027,digital black-and-white photograph,"Koster, Nico",1980,photograph
250975,10208724,197,200,0.039,digital black-and-white photograph,"Koster, Nico",1980,photograph
250979,10208726,200,133,0.027,digital black-and-white photograph,"Koster, Nico",1980,photograph
250989,10208627,201,133,0.027,digital black-and-white photograph,"Koster, Nico",1967,photograph
250992,10208628,200,197,0.039,digital color photograph,"Koster, Nico",1967,photograph
251102,10208618,201,201,0.04,digital black-and-white photograph,"Koster, Nico",1972,photograph
251103,10208619,131,200,0.026,digital black-and-white photograph,"Koster, Nico",1972,photograph
251104,10208620,201,201,0.04,digital black-and-white photograph,"Koster, Nico",1972,photograph
251109,10208639,201,201,0.04,digital black-and-white photograph,"Koster, Nico",1967,photograph
251110,10208640,201,201,0.04,digital black-and-white photograph,"Koster, Nico",1967,photograph
251111,10208642,201,201,0.04,digital black-and-white photograph,"Koster, Nico",1967,photograph
251115,10208645,201,201,0.04,digital black-and-white photograph,"Koster, Nico",1967,photograph
251116,10208646,201,201,0.04,digital black-and-white photograph,"Koster, Nico",1967,photograph
251123,10208661,200,162,0.032,digital black-and-white photograph,"Koster, Nico",1967,photograph
251124,10208662,201,132,0.027,digital black-and-white photograph,"Koster, Nico",1967,photograph
251125,10208663,200,162,0.032,digital black-and-white photograph,"Koster, Nico",1967,photograph
251126,10208664,132,201,0.027,digital black-and-white photograph,"Koster, Nico",1967,photograph
251128,10208665,201,161,0.032,digital black-and-white photograph,"Koster, Nico",1967,photograph
251137,10208445,200,160,0.032,digital black-and-white photograph,"Koster, Nico",1973-03,photograph
251139,10208585,201,201,0.04,digital black-and-white photograph,"Koster, Nico",1973-03,photograph
